Frame;Timestamp;Player Position;Player Rotation;Right Hand Position;Right Hand Rotation;Left Hand Position;Left Hand Rotation;Gaze Vector;Gaze Position;Gaze Object Tag;
0;24-03-2022 19:16:24 956;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:24 967;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:24 979;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:24 990;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 1;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 13;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 24;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 35;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 47;(5.6, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 58;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 70;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 81;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 92;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.2, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 103;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 115;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 126;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.2, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 138;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 149;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 160;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 171;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 183;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 194;(5.7, 0.9, -1.7);(0.0, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 206;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 217;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 228;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 239;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 250;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 261;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 272;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 284;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 294;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 306;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 317;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 328;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 339;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 350;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 361;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 372;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.1, 1.0);(-3.5, 2.3, -0.5);LookableCube;
0;24-03-2022 19:16:25 384;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.1, 0.3, 0.9);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 395;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.1, 0.3, 0.9);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 406;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.1, 0.3, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 416;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.1, 0.0, 1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 428;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 439;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 450;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 461;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 472;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 484;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 494;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 506;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 517;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 528;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
0;24-03-2022 19:16:25 539;(5.7, 0.9, -1.7);(0.1, 0.7, 0.0, -0.7);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 1.0);(-1.0, -1.0, -1.0);(Infinity, Infinity, Infinity);;
