Frame;Timestamp;Player Position;Player Rotation;Right Hand Position;Right Hand Rotation;Left Hand Position;Left Hand Rotation;Gaze Vector;Gaze Position;Gaze Object Tag;
0;24-03-2022 19:20:40 801;(5.7402, 0.9603, -1.8505);(0.0507, 0.7684, 0.0610, -0.6351);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.2284, 0.0929, 0.9691);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 812;(5.7403, 0.9609, -1.8507);(0.0508, 0.7721, 0.0616, -0.6304);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.2187, 0.0768, 0.9727);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 823;(5.7414, 0.9613, -1.8513);(0.0508, 0.7761, 0.0606, -0.6256);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.2181, 0.0761, 0.9729);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 834;(5.7415, 0.9617, -1.8515);(0.0510, 0.7800, 0.0610, -0.6207);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1866, 0.0607, 0.9805);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 845;(5.7424, 0.9617, -1.8522);(0.0506, 0.7840, 0.0632, -0.6154);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1815, 0.0609, 0.9815);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 856;(5.7431, 0.9621, -1.8527);(0.0514, 0.7881, 0.0638, -0.6101);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1730, 0.0561, 0.9833);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 867;(5.7431, 0.9625, -1.8530);(0.0515, 0.7924, 0.0656, -0.6043);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1587, 0.0545, 0.9858);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 878;(5.7440, 0.9627, -1.8534);(0.0514, 0.7964, 0.0665, -0.5988);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1560, 0.0513, 0.9864);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 890;(5.7441, 0.9629, -1.8536);(0.0509, 0.8003, 0.0675, -0.5937);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1378, 0.0579, 0.9888);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 900;(5.7447, 0.9630, -1.8540);(0.0499, 0.8038, 0.0684, -0.5889);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1219, 0.0461, 0.9915);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 912;(5.7448, 0.9631, -1.8542);(0.0490, 0.8070, 0.0691, -0.5844);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1245, 0.0465, 0.9911);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 922;(5.7453, 0.9631, -1.8545);(0.0474, 0.8100, 0.0698, -0.5803);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1118, 0.0457, 0.9927);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 934;(5.7458, 0.9630, -1.8548);(0.0457, 0.8129, 0.0706, -0.5763);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0990, 0.0353, 0.9944);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 945;(5.7458, 0.9632, -1.8550);(0.0443, 0.8150, 0.0716, -0.5732);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1196, 0.0373, 0.9921);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 956;(5.7464, 0.9633, -1.8552);(0.0432, 0.8172, 0.0729, -0.5700);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1257, 0.0616, 0.9901);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 967;(5.7464, 0.9635, -1.8553);(0.0422, 0.8189, 0.0739, -0.5676);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1361, 0.0671, 0.9884);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 978;(5.7469, 0.9635, -1.8554);(0.0414, 0.8204, 0.0747, -0.5654);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1372, 0.0793, 0.9874);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:40 989;(5.7468, 0.9636, -1.8553);(0.0408, 0.8215, 0.0754, -0.5637);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1324, 0.0772, 0.9882);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 1;(5.7472, 0.9637, -1.8554);(0.0400, 0.8226, 0.0759, -0.5621);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1249, 0.0737, 0.9894);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 12;(5.7471, 0.9638, -1.8554);(0.0393, 0.8237, 0.0766, -0.5605);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1228, 0.0622, 0.9905);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 22;(5.7474, 0.9639, -1.8554);(0.0386, 0.8248, 0.0774, -0.5587);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1146, 0.0547, 0.9919);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 34;(5.7478, 0.9639, -1.8554);(0.0382, 0.8261, 0.0783, -0.5567);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1096, 0.0573, 0.9923);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 45;(5.7479, 0.9640, -1.8554);(0.0380, 0.8275, 0.0793, -0.5545);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1054, 0.0560, 0.9928);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 56;(5.7486, 0.9640, -1.8554);(0.0380, 0.8289, 0.0804, -0.5524);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1033, 0.0619, 0.9927);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 67;(5.7487, 0.9642, -1.8553);(0.0379, 0.8299, 0.0813, -0.5506);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1034, 0.0734, 0.9919);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 78;(5.7493, 0.9643, -1.8552);(0.0378, 0.8309, 0.0821, -0.5490);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.1072, 0.0815, 0.9909);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 89;(5.7494, 0.9643, -1.8551);(0.0376, 0.8315, 0.0827, -0.5480);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0978, 0.0828, 0.9917);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 100;(5.7495, 0.9643, -1.8550);(0.0374, 0.8321, 0.0832, -0.5471);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0952, 0.0793, 0.9923);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 112;(5.7496, 0.9643, -1.8549);(0.0371, 0.8326, 0.0836, -0.5462);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0936, 0.0832, 0.9921);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 123;(5.7499, 0.9643, -1.8548);(0.0369, 0.8332, 0.0838, -0.5453);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0892, 0.0734, 0.9933);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 134;(5.7502, 0.9642, -1.8548);(0.0369, 0.8337, 0.0838, -0.5445);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0836, 0.0638, 0.9944);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 144;(5.7503, 0.9642, -1.8548);(0.0369, 0.8342, 0.0837, -0.5439);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0819, 0.0637, 0.9946);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 156;(5.7506, 0.9642, -1.8547);(0.0371, 0.8346, 0.0837, -0.5433);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0736, 0.0640, 0.9952);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 167;(5.7506, 0.9642, -1.8547);(0.0371, 0.8349, 0.0833, -0.5428);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0759, 0.0631, 0.9951);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 178;(5.7510, 0.9640, -1.8547);(0.0372, 0.8351, 0.0830, -0.5425);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0678, 0.0675, 0.9954);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 189;(5.7510, 0.9640, -1.8547);(0.0372, 0.8353, 0.0826, -0.5423);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0693, 0.0716, 0.9950);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 201;(5.7512, 0.9639, -1.8547);(0.0371, 0.8355, 0.0822, -0.5420);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0650, 0.0808, 0.9946);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 211;(5.7513, 0.9638, -1.8548);(0.0371, 0.8356, 0.0820, -0.5419);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0699, 0.0736, 0.9948);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 222;(5.7476, 0.9643, -1.8535);(0.0371, 0.8358, 0.0820, -0.5416);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0695, 0.0735, 0.9949);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 234;(5.7438, 0.9647, -1.8522);(0.0370, 0.8360, 0.0817, -0.5413);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0655, 0.0624, 0.9959);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 245;(5.7438, 0.9646, -1.8522);(0.0370, 0.8360, 0.0813, -0.5414);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0717, 0.0676, 0.9951);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 256;(5.7442, 0.9644, -1.8523);(0.0367, 0.8358, 0.0807, -0.5419);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0680, 0.0737, 0.9949);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 267;(5.7442, 0.9643, -1.8522);(0.0366, 0.8355, 0.0804, -0.5423);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0700, 0.0807, 0.9943);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 278;(5.7446, 0.9642, -1.8523);(0.0366, 0.8351, 0.0802, -0.5429);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0698, 0.0807, 0.9943);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 289;(5.7446, 0.9642, -1.8522);(0.0370, 0.8346, 0.0798, -0.5437);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0687, 0.0808, 0.9944);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 300;(5.7403, 0.9646, -1.8506);(0.0373, 0.8344, 0.0796, -0.5440);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0702, 0.0785, 0.9944);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 312;(5.7402, 0.9646, -1.8505);(0.0376, 0.8340, 0.0792, -0.5447);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0751, 0.0741, 0.9944);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 323;(5.7365, 0.9651, -1.8491);(0.0379, 0.8337, 0.0794, -0.5452);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0692, 0.0745, 0.9948);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 333;(5.7371, 0.9649, -1.8493);(0.0380, 0.8331, 0.0795, -0.5460);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0775, 0.0859, 0.9933);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 344;(5.7371, 0.9649, -1.8492);(0.0380, 0.8326, 0.0798, -0.5468);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0765, 0.0819, 0.9937);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 356;(5.7380, 0.9647, -1.8494);(0.0378, 0.8320, 0.0799, -0.5477);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0761, 0.0849, 0.9935);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 367;(5.7380, 0.9648, -1.8493);(0.0379, 0.8313, 0.0803, -0.5486);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0794, 0.0791, 0.9937);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 378;(5.7340, 0.9653, -1.8478);(0.0380, 0.8309, 0.0805, -0.5493);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0775, 0.0826, 0.9935);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 389;(5.7338, 0.9653, -1.8476);(0.0381, 0.8303, 0.0807, -0.5502);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0791, 0.0845, 0.9933);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 400;(5.7351, 0.9651, -1.8480);(0.0383, 0.8298, 0.0809, -0.5509);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0786, 0.0843, 0.9933);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 411;(5.7350, 0.9651, -1.8479);(0.0385, 0.8293, 0.0809, -0.5515);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0812, 0.0784, 0.9936);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 422;(5.7358, 0.9650, -1.8481);(0.0386, 0.8290, 0.0811, -0.5519);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0811, 0.0879, 0.9928);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 434;(5.7316, 0.9656, -1.8466);(0.0388, 0.8290, 0.0811, -0.5520);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0823, 0.0878, 0.9927);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 445;(5.7313, 0.9657, -1.8465);(0.0393, 0.8287, 0.0812, -0.5523);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0852, 0.0833, 0.9929);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 456;(5.7326, 0.9654, -1.8470);(0.0399, 0.8286, 0.0812, -0.5525);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0835, 0.0829, 0.9930);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 467;(5.7323, 0.9655, -1.8469);(0.0405, 0.8285, 0.0812, -0.5526);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0871, 0.0788, 0.9931);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 478;(5.7336, 0.9653, -1.8473);(0.0411, 0.8284, 0.0810, -0.5528);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0863, 0.0760, 0.9934);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 489;(5.7333, 0.9653, -1.8473);(0.0416, 0.8284, 0.0806, -0.5527);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0925, 0.0798, 0.9925);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 500;(5.7291, 0.9658, -1.8457);(0.0423, 0.8286, 0.0804, -0.5524);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0859, 0.0749, 0.9935);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 512;(5.7307, 0.9655, -1.8463);(0.0429, 0.8287, 0.0800, -0.5523);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0872, 0.0765, 0.9932);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 522;(5.7304, 0.9655, -1.8462);(0.0433, 0.8286, 0.0798, -0.5524);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0871, 0.0719, 0.9936);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 534;(5.7268, 0.9659, -1.8451);(0.0435, 0.8288, 0.0796, -0.5521);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0925, 0.0737, 0.9930);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 544;(5.7264, 0.9659, -1.8450);(0.0436, 0.8288, 0.0792, -0.5522);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0901, 0.0785, 0.9928);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 556;(5.7230, 0.9662, -1.8439);(0.0439, 0.8289, 0.0791, -0.5521);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0861, 0.0760, 0.9934);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 567;(5.7225, 0.9662, -1.8438);(0.0440, 0.8288, 0.0789, -0.5523);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0900, 0.0814, 0.9926);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 578;(5.7239, 0.9658, -1.8444);(0.0440, 0.8287, 0.0785, -0.5524);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0864, 0.0827, 0.9928);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 589;(5.7233, 0.9658, -1.8443);(0.0440, 0.8287, 0.0781, -0.5524);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0902, 0.0811, 0.9926);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 600;(5.7201, 0.9661, -1.8433);(0.0441, 0.8289, 0.0779, -0.5522);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0880, 0.0876, 0.9923);(0.5770, 2.3200, -4.3700);LookableCube;
0;24-03-2022 19:20:41 611;(5.7168, 0.9664, -1.8424);(0.0442, 0.8292, 0.0778, -0.5517);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000);(0.0000, 0.0000, 0.0000, 1.0000);(0.0905, 0.0855, 0.9922);(0.5770, 2.3200, -4.3700);LookableCube;
