frame;time;player_pos_x;player_pos_y;player_pos_z;player_up_x;player_up_y;player_up_z;rel_r_hand_x;rel_r_hand_y;rel_r_hand_z;r_hand_up_x;r_hand_up_y;r_hand_up_z;gaze_vec_x;gaze_vec_y;gaze_vec_z;gaze_p_x;gaze_p_y;gaze_p_z;obj_tag;gaze_to_screen_x;gaze_to_screen_y;gaze_to_screen_z;obj_interacted_with
36;08-04-2022 18:07:15 698;-2,0539;1,2779;1,2922;-0,0298;0,9792;0,2005;0,1869;-0,3383;0,4922;-0,0049;0,9835;-0,1807;-0,0424;0,0749;0,9963;-1,9760;1,0710;2,2380;5;1.180,0520;1.353,1140;0,9699;0
37;08-04-2022 18:07:15 709;-2,0539;1,2780;1,2921;-0,0298;0,9794;0,1999;0,1868;-0,3387;0,4921;-0,0048;0,9836;-0,1802;-0,0446;0,0724;0,9964;-1,9760;1,0710;2,2380;5;1.180,0810;1.352,3610;0,9700;0
38;08-04-2022 18:07:15 720;-2,0540;1,2781;1,2920;-0,0300;0,9795;0,1990;0,1871;-0,3393;0,4919;-0,0046;0,9836;-0,1803;-0,0403;0,0729;0,9965;-1,9760;1,0710;2,2380;5;1.180,4500;1.351,3190;0,9702;0
39;08-04-2022 18:07:15 731;-2,0539;1,2781;1,2918;-0,0300;0,9796;0,1985;0,1870;-0,3396;0,4918;-0,0045;0,9836;-0,1802;-0,0307;0,0694;0,9971;-1,9760;1,0710;2,2380;5;1.180,6610;1.350,7890;0,9704;0
40;08-04-2022 18:07:15 742;-2,0539;1,2782;1,2917;-0,0303;0,9797;0,1980;0,1870;-0,3398;0,4917;-0,0049;0,9836;-0,1802;-0,0162;0,0662;0,9977;-1,9760;1,0710;2,2380;5;1.181,1150;1.350,1710;0,9705;0
41;08-04-2022 18:07:15 754;-2,0540;1,2783;1,2916;-0,0304;0,9798;0,1974;0,1869;-0,3400;0,4914;-0,0049;0,9836;-0,1803;0,0051;0,0659;0,9978;-1,9760;1,0710;2,2380;5;1.181,5620;1.349,4830;0,9706;0
42;08-04-2022 18:07:15 765;-2,0542;1,2783;1,2916;-0,0306;0,9800;0,1968;0,1872;-0,3404;0,4912;-0,0047;0,9836;-0,1802;0,0116;0,0643;0,9979;-1,9760;1,0710;2,2380;5;1.182,2660;1.348,6700;0,9707;0
43;08-04-2022 18:07:15 776;-2,0543;1,2784;1,2915;-0,0312;0,9801;0,1962;0,1885;-0,3416;0,4913;-0,0045;0,9837;-0,1799;0,0148;0,0629;0,9979;-1,9760;1,0710;2,2380;5;1.182,9410;1.348,0460;0,9708;0
44;08-04-2022 18:07:15 787;-2,0546;1,2784;1,2914;-0,0315;0,9801;0,1959;0,1889;-0,3418;0,4912;-0,0042;0,9836;-0,1801;0,0160;0,0610;0,9980;-1,9760;1,0710;2,2380;5;1.183,8630;1.347,5690;0,9709;0
45;08-04-2022 18:07:15 799;-2,0547;1,2785;1,2914;-0,0318;0,9802;0,1954;0,1897;-0,3425;0,4911;-0,0046;0,9836;-0,1805;0,0151;0,0591;0,9981;-1,9760;1,0710;2,2380;5;1.184,4950;1.346,9510;0,9710;0
46;08-04-2022 18:07:15 810;-2,0550;1,2787;1,2914;-0,0317;0,9803;0,1951;0,1904;-0,3427;0,4909;-0,0051;0,9835;-0,1809;0,0164;0,0591;0,9981;-1,9760;1,0710;2,2380;5;1.185,6880;1.346,4330;0,9711;0
47;08-04-2022 18:07:15 821;-2,0552;1,2787;1,2913;-0,0316;0,9803;0,1948;0,1907;-0,3427;0,4907;-0,0052;0,9834;-0,1815;0,0240;0,0577;0,9980;-1,9760;1,0710;2,2380;5;1.186,3290;1.346,0330;0,9712;0
48;08-04-2022 18:07:15 832;-2,0552;1,2788;1,2912;-0,0317;0,9804;0,1946;0,1909;-0,3428;0,4906;-0,0050;0,9833;-0,1817;0,0305;0,0569;0,9979;-1,9760;1,0710;2,2380;5;1.186,8340;1.345,7600;0,9714;0
49;08-04-2022 18:07:15 843;-2,0553;1,2789;1,2912;-0,0319;0,9804;0,1944;0,1925;-0,3437;0,4907;-0,0045;0,9834;-0,1816;0,0364;0,0541;0,9979;-1,9760;1,0710;2,2380;5;1.187,6630;1.345,4780;0,9715;0
50;08-04-2022 18:07:15 854;-2,0554;1,2789;1,2911;-0,0322;0,9804;0,1943;0,1925;-0,3437;0,4905;-0,0042;0,9834;-0,1816;0,0421;0,0521;0,9977;-1,9760;1,0710;2,2380;5;1.188,3110;1.345,3480;0,9716;0
51;08-04-2022 18:07:15 865;-2,0555;1,2790;1,2910;-0,0326;0,9804;0,1943;0,1928;-0,3439;0,4905;-0,0044;0,9834;-0,1815;0,0396;0,0515;0,9979;-1,9760;1,0710;2,2380;5;1.189,0460;1.345,1610;0,9717;0
52;08-04-2022 18:07:15 877;-2,0557;1,2790;1,2909;-0,0329;0,9804;0,1941;0,1935;-0,3442;0,4905;-0,0046;0,9834;-0,1816;0,0347;0,0527;0,9980;-1,9760;1,0710;2,2380;5;1.190,0760;1.344,9900;0,9718;0
53;08-04-2022 18:07:15 888;-2,0556;1,2790;1,2908;-0,0333;0,9804;0,1942;0,1937;-0,3443;0,4905;-0,0045;0,9833;-0,1818;0,0222;0,0526;0,9984;-1,9760;1,0710;2,2380;5;1.190,7200;1.345,0310;0,9720;0
54;08-04-2022 18:07:15 899;-2,0557;1,2790;1,2907;-0,0334;0,9804;0,1941;0,1943;-0,3445;0,4905;-0,0045;0,9833;-0,1819;0,0188;0,0525;0,9984;-1,9760;1,0710;2,2380;5;1.191,3870;1.344,9630;0,9721;0
55;08-04-2022 18:07:15 910;-2,0558;1,2790;1,2906;-0,0334;0,9804;0,1943;0,1948;-0,3443;0,4906;-0,0047;0,9833;-0,1821;0,0196;0,0521;0,9984;-1,9760;1,0710;2,2380;5;1.192,1880;1.345,2410;0,9722;0
56;08-04-2022 18:07:15 921;-2,0559;1,2790;1,2905;-0,0335;0,9804;0,1944;0,1949;-0,3442;0,4905;-0,0052;0,9833;-0,1819;0,0009;0,0569;0,9984;-1,9760;1,0710;2,2380;5;1.192,9230;1.345,3730;0,9723;0
57;08-04-2022 18:07:15 932;-2,0562;1,2790;1,2904;-0,0339;0,9803;0,1946;0,1952;-0,3442;0,4906;-0,0055;0,9834;-0,1816;0,0074;0,0375;0,9993;-1,9760;1,0710;2,2380;5;1.193,5700;1.345,5660;0,9725;0
58;08-04-2022 18:07:15 943;-2,0563;1,2790;1,2904;-0,0340;0,9802;0,1949;0,1956;-0,3441;0,4907;-0,0052;0,9834;-0,1811;0,1029;0,0320;0,9942;-1,9760;1,0710;2,2380;5;1.194,2390;1.345,8600;0,9726;0
59;08-04-2022 18:07:15 955;-2,0564;1,2790;1,2903;-0,0342;0,9802;0,1952;0,1960;-0,3441;0,4908;-0,0044;0,9835;-0,1810;0,1543;0,0352;0,9874;-1,9760;1,0710;2,2380;5;1.194,9140;1.346,2000;0,9727;0
60;08-04-2022 18:07:15 965;-2,0569;1,2791;1,2903;-0,0343;0,9800;0,1958;0,1965;-0,3439;0,4909;-0,0042;0,9834;-0,1812;0,1594;0,0321;0,9867;-1,9760;1,0710;2,2380;5;1.195,6260;1.346,6590;0,9728;0
61;08-04-2022 18:07:15 976;-2,0570;1,2791;1,2903;-0,0341;0,9800;0,1963;0,1963;-0,3433;0,4910;-0,0042;0,9834;-0,1816;0,1603;0,0289;0,9866;-1,9760;1,0710;2,2380;5;1.196,1330;1.347,2610;0,9729;0
62;08-04-2022 18:07:15 988;-2,0566;1,2790;1,2901;-0,0340;0,9798;0,1970;0,1961;-0,3427;0,4912;-0,0047;0,9833;-0,1820;0,1131;0,0101;0,9935;-1,9760;1,0710;2,2380;5;1.196,1620;1.348,2960;0,9730;0
63;08-04-2022 18:07:15 999;-2,0567;1,2789;1,2901;-0,0339;0,9797;0,1978;0,1968;-0,3424;0,4916;-0,0051;0,9833;-0,1819;0,0545;-0,0033;0,9985;-1,9760;1,0710;2,2380;5;1.196,6500;1.349,1900;0,9731;0
64;08-04-2022 18:07:16 10;-2,0569;1,2788;1,2901;-0,0338;0,9795;0,1987;0,1970;-0,3418;0,4919;-0,0047;0,9833;-0,1820;0,0397;-0,0033;0,9992;-1,9760;1,0710;2,2380;5;1.196,9470;1.350,2410;0,9731;0
65;08-04-2022 18:07:16 21;-2,0569;1,2788;1,2900;-0,0337;0,9793;0,1996;0,1974;-0,3413;0,4922;-0,0042;0,9833;-0,1820;0,0699;0,0070;0,9975;-1,9760;1,0710;2,2380;5;1.197,1560;1.351,3340;0,9731;0
66;08-04-2022 18:07:16 32;-2,0572;1,2787;1,2901;-0,0336;0,9791;0,2008;0,1971;-0,3404;0,4924;-0,0040;0,9833;-0,1821;0,0997;0,0146;0,9949;-1,9760;1,0710;2,2380;5;1.197,8080;1.352,6600;0,9731;0
67;08-04-2022 18:07:16 43;-2,0573;1,2786;1,2901;-0,0335;0,9788;0,2021;0,1972;-0,3396;0,4928;-0,0040;0,9832;-0,1823;0,0853;0,0124;0,9963;-1,9760;1,0710;2,2380;5;1.198,0280;1.354,1610;0,9731;0
68;08-04-2022 18:07:16 54;-2,0575;1,2786;1,2901;-0,0332;0,9786;0,2032;0,1971;-0,3386;0,4931;-0,0043;0,9831;-0,1828;0,0566;0,0070;0,9984;-1,9760;1,0710;2,2380;5;1.198,3670;1.355,4660;0,9732;0
69;08-04-2022 18:07:16 65;-2,0575;1,2784;1,2900;-0,0329;0,9783;0,2046;0,1971;-0,3376;0,4935;-0,0047;0,9831;-0,1831;0,0510;0,0058;0,9987;-1,9760;1,0710;2,2380;5;1.198,5850;1.357,2280;0,9732;0
70;08-04-2022 18:07:16 77;-2,0576;1,2783;1,2900;-0,0324;0,9780;0,2060;0,1977;-0,3370;0,4940;-0,0047;0,9831;-0,1831;0,0461;0,0049;0,9989;-1,9760;1,0710;2,2380;5;1.198,7460;1.358,8180;0,9732;0
71;08-04-2022 18:07:16 88;-2,0577;1,2782;1,2901;-0,0319;0,9778;0,2069;0,1979;-0,3363;0,4943;-0,0044;0,9831;-0,1831;0,0311;0,0018;0,9995;-1,9760;1,0710;2,2380;5;1.198,8210;1.360,0260;0,9731;0
72;08-04-2022 18:07:16 99;-2,0577;1,2782;1,2902;-0,0315;0,9777;0,2077;0,1976;-0,3359;0,4945;-0,0044;0,9831;-0,1829;0,0287;0,0010;0,9996;-1,9760;1,0710;2,2380;5;1.198,4970;1.360,8950;0,9731;0
73;08-04-2022 18:07:16 110;-2,0578;1,2782;1,2902;-0,0314;0,9776;0,2082;0,1975;-0,3357;0,4947;-0,0047;0,9832;-0,1825;0,0287;0,0026;0,9996;-1,9760;1,0710;2,2380;5;1.198,3040;1.361,4670;0,9730;0
74;08-04-2022 18:07:16 121;-2,0578;1,2782;1,2903;-0,0313;0,9775;0,2085;0,1976;-0,3357;0,4949;-0,0051;0,9832;-0,1823;0,0332;0,0032;0,9994;-1,9760;1,0710;2,2380;5;1.198,0200;1.361,8370;0,9729;0
75;08-04-2022 18:07:16 133;-2,0578;1,2782;1,2903;-0,0315;0,9775;0,2087;0,1973;-0,3358;0,4950;-0,0050;0,9833;-0,1820;0,0413;0,0048;0,9991;-1,9760;1,0710;2,2380;5;1.197,5240;1.361,9470;0,9729;0
76;08-04-2022 18:07:16 143;-2,0577;1,2782;1,2904;-0,0316;0,9775;0,2086;0,1972;-0,3359;0,4949;-0,0047;0,9833;-0,1822;0,0562;0,0103;0,9984;-1,9760;1,0710;2,2380;5;1.197,3520;1.361,8410;0,9729;0
77;08-04-2022 18:07:16 154;-2,0573;1,2780;1,2902;-0,0314;0,9775;0,2086;0,1967;-0,3357;0,4950;-0,0045;0,9833;-0,1821;0,0872;0,0242;0,9959;-1,9760;1,0710;2,2380;5;1.196,7480;1.362,1240;0,9729;0
78;08-04-2022 18:07:16 165;-2,0575;1,2781;1,2903;-0,0314;0,9775;0,2084;0,1959;-0,3355;0,4949;-0,0045;0,9833;-0,1822;0,1118;0,0310;0,9932;-1,9760;1,0710;2,2380;5;1.196,4330;1.361,7970;0,9728;0
79;08-04-2022 18:07:16 176;-2,0575;1,2781;1,2904;-0,0312;0,9776;0,2082;0,1955;-0,3354;0,4947;-0,0046;0,9833;-0,1821;0,1151;0,0318;0,9928;-1,9760;1,0710;2,2380;5;1.196,3670;1.361,5120;0,9728;0
80;08-04-2022 18:07:16 188;-2,0577;1,2782;1,2904;-0,0310;0,9777;0,2079;0,1959;-0,3357;0,4947;-0,0047;0,9833;-0,1818;0,0960;0,0279;0,9950;-1,9760;1,0710;2,2380;5;1.196,7340;1.361,0810;0,9728;0
81;08-04-2022 18:07:16 199;-2,0578;1,2783;1,2904;-0,0309;0,9777;0,2077;0,1956;-0,3358;0,4947;-0,0044;0,9834;-0,1813;0,0928;0,0270;0,9953;-1,9760;1,0710;2,2380;5;1.196,6790;1.360,7790;0,9728;0
82;08-04-2022 18:07:16 210;-2,0579;1,2784;1,2905;-0,0308;0,9778;0,2074;0,1959;-0,3361;0,4946;-0,0044;0,9834;-0,1812;0,0873;0,0256;0,9958;-1,9760;1,0710;2,2380;5;1.196,8960;1.360,2770;0,9728;0
83;08-04-2022 18:07:16 221;-2,0580;1,2785;1,2905;-0,0307;0,9779;0,2070;0,1959;-0,3363;0,4944;-0,0045;0,9834;-0,1813;0,0842;0,0252;0,9961;-1,9760;1,0710;2,2380;5;1.196,9950;1.359,8560;0,9728;0
84;08-04-2022 18:07:16 232;-2,0580;1,2785;1,2905;-0,0306;0,9779;0,2067;0,1960;-0,3366;0,4944;-0,0045;0,9835;-0,1810;0,0755;0,0229;0,9969;-1,9760;1,0710;2,2380;5;1.197,0720;1.359,4750;0,9728;0
85;08-04-2022 18:07:16 243;-2,0581;1,2785;1,2905;-0,0306;0,9780;0,2064;0,1966;-0,3371;0,4944;-0,0047;0,9835;-0,1807;0,0218;0,0131;0,9997;-1,9760;1,0710;2,2380;5;1.197,1090;1.359,1780;0,9728;0
86;08-04-2022 18:07:16 254;-2,0580;1,2785;1,2904;-0,0304;0,9781;0,2061;0,1965;-0,3371;0,4944;-0,0049;0,9836;-0,1804;0,0344;0,0111;0,9993;-1,9760;1,0710;2,2380;5;1.197,2440;1.358,8530;0,9729;0
87;08-04-2022 18:07:16 265;-2,0580;1,2785;1,2903;-0,0302;0,9781;0,2060;0,1968;-0,3373;0,4944;-0,0051;0,9837;-0,1800;0,0221;-0,0182;0,9996;-1,9760;1,0710;2,2380;5;1.197,4700;1.358,7260;0,9730;0
88;08-04-2022 18:07:16 276;-2,0581;1,2786;1,2903;-0,0301;0,9781;0,2058;0,1966;-0,3373;0,4942;-0,0051;0,9837;-0,1800;0,0675;-0,0306;0,9972;-1,9760;1,0710;2,2380;5;1.197,5990;1.358,5360;0,9730;0
89;08-04-2022 18:07:16 288;-2,0581;1,2786;1,2903;-0,0301;0,9781;0,2059;0,1969;-0,3373;0,4941;-0,0047;0,9836;-0,1801;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
90;08-04-2022 18:07:16 298;-2,0582;1,2786;1,2903;-0,0301;0,9781;0,2059;0,1967;-0,3371;0,4941;-0,0045;0,9836;-0,1801;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
91;08-04-2022 18:07:16 310;-2,0581;1,2786;1,2902;-0,0302;0,9781;0,2060;0,1968;-0,3371;0,4941;-0,0047;0,9837;-0,1799;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
92;08-04-2022 18:07:16 321;-2,0582;1,2786;1,2902;-0,0303;0,9781;0,2059;0,1971;-0,3374;0,4943;-0,0051;0,9837;-0,1797;-1,0000;-1,0000;-1,0000;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
93;08-04-2022 18:07:16 332;-2,0582;1,2787;1,2901;-0,0305;0,9781;0,2061;0,1980;-0,3379;0,4945;-0,0052;0,9837;-0,1796;0,1577;-0,1497;0,9761;-2,5000;0,0000;2,5000;0;739,9915;605,2921;1,3824;0
94;08-04-2022 18:07:16 343;-2,0583;1,2787;1,2900;-0,0305;0,9780;0,2062;0,1975;-0,3374;0,4946;-0,0049;0,9837;-0,1797;0,1548;-0,1360;0,9785;-2,5000;0,0000;2,5000;0;740,0455;605,5526;1,3826;0
95;08-04-2022 18:07:16 354;-2,0581;1,2786;1,2899;-0,0306;0,9780;0,2063;0,1974;-0,3373;0,4947;-0,0047;0,9837;-0,1800;0,1447;-0,1828;0,9724;-2,5000;0,0000;2,5000;0;740,2332;606,0449;1,3830;0
96;08-04-2022 18:07:16 365;-2,0584;1,2787;1,2899;-0,0309;0,9780;0,2063;0,1976;-0,3374;0,4947;-0,0049;0,9836;-0,1802;0,0375;-0,2239;0,9739;-2,5000;0,0000;2,5000;0;740,3630;606,1251;1,3831;0
97;08-04-2022 18:07:16 377;-2,0585;1,2787;1,2898;-0,0310;0,9780;0,2063;0,1981;-0,3375;0,4948;-0,0052;0,9836;-0,1805;0,0463;-0,2598;0,9645;-2,5000;0,0000;2,5000;0;740,7227;606,2890;1,3833;0
98;08-04-2022 18:07:16 388;-2,0582;1,2787;1,2897;-0,0309;0,9780;0,2064;0,1980;-0,3372;0,4949;-0,0052;0,9835;-0,1809;0,0267;-0,2915;0,9562;-1,9770;0,6420;2,2010;8;1.180,2170;913,3491;1,0241;0
99;08-04-2022 18:07:16 398;-2,0583;1,2787;1,2896;-0,0311;0,9779;0,2066;0,1989;-0,3375;0,4950;-0,0048;0,9834;-0,1814;0,0354;-0,2926;0,9556;-1,9770;0,6420;2,2010;8;1.180,5600;913,6151;1,0243;0
