frame;time;player_pos_x;player_pos_y;player_pos_z;player_up_x;player_up_y;player_up_z;rel_r_hand_x;rel_r_hand_y;rel_r_hand_z;r_hand_up_x;r_hand_up_y;r_hand_up_z;gaze_vec_x;gaze_vec_y;gaze_vec_z;gaze_p_x;gaze_p_y;gaze_p_z;obj_tag;gaze_to_screen_x;gaze_to_screen_y;gaze_to_screen_z;obj_interacted_with
433;08-04-2022 18:07:20 108;-2,0608;1,2742;1,3028;-0,0737;0,9739;0,2148;0,2066;-0,2312;0,4546;-0,0586;0,8862;-0,4596;0,0565;-0,1276;0,9902;-1,9760;1,0710;2,2380;5;1.222,9790;1.366,4580;0,9607;0
434;08-04-2022 18:07:20 119;-2,0606;1,2733;1,3041;-0,0765;0,9724;0,2205;0,2057;-0,2208;0,4536;-0,0640;0,8787;-0,4731;0,0532;-0,1200;0,9913;-1,9760;1,0710;2,2380;5;1.225,6250;1.373,1230;0,9592;0
435;08-04-2022 18:07:20 130;-2,0609;1,2725;1,3057;-0,0792;0,9709;0,2260;0,2060;-0,2108;0,4526;-0,0672;0,8719;-0,4850;0,0511;-0,1200;0,9915;-1,9760;1,0710;2,2380;5;1.228,7360;1.379,3840;0,9575;0
436;08-04-2022 18:07:20 141;-2,0616;1,2717;1,3076;-0,0820;0,9693;0,2318;0,2060;-0,2008;0,4516;-0,0715;0,8652;-0,4964;0,0486;-0,1162;0,9920;-1,9760;1,0710;2,2380;5;1.232,4010;1.385,7980;0,9555;0
437;08-04-2022 18:07:20 153;-2,0625;1,2709;1,3095;-0,0845;0,9677;0,2374;0,2051;-0,1908;0,4510;-0,0763;0,8602;-0,5042;0,0427;-0,1140;0,9926;-1,9760;1,0710;2,2380;5;1.236,2360;1.392,1050;0,9535;0
438;08-04-2022 18:07:20 164;-2,0629;1,2700;1,3114;-0,0863;0,9662;0,2429;0,2054;-0,1808;0,4501;-0,0763;0,8545;-0,5139;0,0586;-0,1133;0,9918;-1,9760;1,0710;2,2380;5;1.239,4740;1.398,4590;0,9514;0
439;08-04-2022 18:07:20 175;-2,0634;1,2691;1,3133;-0,0884;0,9646;0,2485;0,2047;-0,1712;0,4501;-0,0706;0,8504;-0,5213;0,0721;-0,1132;0,9909;-1,9760;1,0710;2,2380;5;1.242,5470;1.404,8890;0,9492;0
440;08-04-2022 18:07:20 185;-2,0638;1,2682;1,3153;-0,0902;0,9631;0,2537;0,2033;-0,1617;0,4502;-0,0644;0,8472;-0,5274;0,0675;-0,1425;0,9875;-2,5000;0,0000;2,5000;0;750,2034;705,1998;1,4190;0
441;08-04-2022 18:07:20 197;-2,0643;1,2673;1,3173;-0,0925;0,9616;0,2586;0,2021;-0,1532;0,4508;-0,0609;0,8447;-0,5317;0,0065;-0,1560;0,9877;-2,5000;0,0000;2,5000;0;752,4483;713,6755;1,4225;0
442;08-04-2022 18:07:20 208;-2,0648;1,2664;1,3195;-0,0947;0,9601;0,2631;0,2004;-0,1439;0,4508;-0,0582;0,8417;-0,5368;-0,0534;-0,1634;0,9851;-2,5000;0,0000;2,5000;0;755,0850;721,5599;1,4259;0
443;08-04-2022 18:07:20 219;-2,0651;1,2656;1,3216;-0,0970;0,9586;0,2676;0,1984;-0,1360;0,4520;-0,0545;0,8403;-0,5393;0,0522;-0,1519;0,9870;-2,5000;0,0000;2,5000;0;757,2147;729,0966;1,4289;0
444;08-04-2022 18:07:20 230;-2,0656;1,2648;1,3239;-0,0990;0,9574;0,2714;0,1966;-0,1283;0,4537;-0,0507;0,8397;-0,5406;0,0553;-0,1468;0,9876;-2,5000;0,0000;2,5000;0;759,5664;735,4825;1,4314;0
445;08-04-2022 18:07:20 241;-2,0661;1,2640;1,3261;-0,1006;0,9560;0,2755;0,1937;-0,1203;0,4554;-0,0490;0,8392;-0,5416;0,0117;-0,1470;0,9891;-2,5000;0,0000;2,5000;0;761,9414;742,1719;1,4339;0
446;08-04-2022 18:07:20 252;-2,0666;1,2631;1,3284;-0,1021;0,9548;0,2792;0,1920;-0,1133;0,4576;-0,0523;0,8383;-0,5427;-0,0543;-0,1353;0,9893;-2,5000;0,0000;2,5000;0;764,4875;748,0082;1,4361;0
447;08-04-2022 18:07:20 264;-2,0672;1,2624;1,3308;-0,1038;0,9535;0,2830;0,1902;-0,1063;0,4598;-0,0598;0,8365;-0,5446;0,0218;-0,1344;0,9907;-2,5000;0,0000;2,5000;0;766,8568;754,0482;1,4382;0
448;08-04-2022 18:07:20 275;-2,0683;1,2619;1,3335;-0,1054;0,9523;0,2865;0,1891;-0,1001;0,4618;-0,0669;0,8348;-0,5465;0,0571;-0,1290;0,9900;-2,5000;0,0000;2,5000;0;769,2865;759,1072;1,4398;0
449;08-04-2022 18:07:20 286;-2,0689;1,2612;1,3361;-0,1073;0,9511;0,2896;0,1866;-0,0938;0,4639;-0,0755;0,8333;-0,5477;0,0492;-0,1270;0,9907;-2,5000;0,0000;2,5000;0;771,5427;763,9873;1,4412;0
450;08-04-2022 18:07:20 297;-2,0694;1,2604;1,3388;-0,1093;0,9500;0,2925;0,1848;-0,0883;0,4664;-0,0813;0,8328;-0,5475;0,0475;-0,1270;0,9908;-2,5000;0,0000;2,5000;0;773,4145;768,4676;1,4422;0
451;08-04-2022 18:07:20 308;-2,0701;1,2598;1,3416;-0,1114;0,9490;0,2950;0,1832;-0,0828;0,4687;-0,0831;0,8334;-0,5465;0,0454;-0,1224;0,9914;-2,5000;0,0000;2,5000;0;775,3083;772,4119;1,4429;0
452;08-04-2022 18:07:20 319;-2,0708;1,2591;1,3445;-0,1134;0,9479;0,2976;0,1799;-0,0773;0,4713;-0,0765;0,8367;-0,5422;0,0022;-0,1221;0,9925;-2,5000;0,0000;2,5000;0;777,1711;776,1165;1,4434;0
453;08-04-2022 18:07:20 330;-2,0715;1,2584;1,3474;-0,1153;0,9468;0,3005;0,1787;-0,0726;0,4740;-0,0571;0,8418;-0,5368;-0,1073;-0,1069;0,9884;-2,5000;0,0000;2,5000;0;779,4492;780,4867;1,4444;0
454;08-04-2022 18:07:20 341;-2,0725;1,2578;1,3503;-0,1169;0,9455;0,3038;0,1773;-0,0674;0,4771;-0,0358;0,8469;-0,5306;-0,1051;-0,1064;0,9887;-2,5000;0,0000;2,5000;0;781,6715;785,1329;1,4454;0
455;08-04-2022 18:07:20 352;-2,0732;1,2570;1,3533;-0,1187;0,9443;0,3071;0,1763;-0,0627;0,4802;-0,0163;0,8513;-0,5245;-0,1276;-0,1042;0,9863;-2,5000;0,0000;2,5000;0;783,6609;789,7725;1,4463;0
456;08-04-2022 18:07:20 364;-2,0738;1,2563;1,3563;-0,1207;0,9430;0,3103;0,1749;-0,0576;0,4830;-0,0036;0,8545;-0,5194;-0,1611;-0,0873;0,9831;-2,5000;0,0000;2,5000;0;785,8204;794,5031;1,4473;0
457;08-04-2022 18:07:20 374;-2,0750;1,2557;1,3596;-0,1227;0,9416;0,3137;0,1743;-0,0535;0,4856;0,0008;0,8572;-0,5149;-0,1541;-0,0918;0,9838;-2,5000;0,0000;2,5000;0;787,5488;799,0750;1,4479;0
458;08-04-2022 18:07:20 386;-2,0757;1,2550;1,3628;-0,1245;0,9405;0,3162;0,1726;-0,0492;0,4883;-0,0023;0,8593;-0,5114;-0,1652;-0,0956;0,9816;-2,5000;0,0000;2,5000;0;789,1805;802,4374;1,4479;0
459;08-04-2022 18:07:20 397;-2,0768;1,2545;1,3661;-0,1258;0,9396;0,3183;0,1717;-0,0457;0,4908;-0,0091;0,8606;-0,5093;-0,1511;-0,0916;0,9843;-2,5000;0,0000;2,5000;0;790,8483;804,6970;1,4473;0
460;08-04-2022 18:07:20 408;-2,0775;1,2539;1,3694;-0,1271;0,9387;0,3205;0,1703;-0,0418;0,4932;-0,0160;0,8615;-0,5076;-0,0672;-0,1075;0,9919;-2,5000;0,0000;2,5000;0;791,8756;807,0787;1,4466;0
461;08-04-2022 18:07:20 419;-2,0781;1,2531;1,3726;-0,1286;0,9375;0,3232;0,1688;-0,0378;0,4951;-0,0244;0,8612;-0,5078;-0,1942;-0,1031;0,9755;-2,5000;0,0000;2,5000;0;793,1542;810,5573;1,4465;0
462;08-04-2022 18:07:20 430;-2,0787;1,2524;1,3758;-0,1307;0,9363;0,3261;0,1671;-0,0334;0,4973;-0,0221;0,8611;-0,5079;-0,1893;-0,0983;0,9770;-2,5000;0,0000;2,5000;0;794,1484;814,5010;1,4465;0
463;08-04-2022 18:07:20 441;-2,0795;1,2515;1,3791;-0,1330;0,9348;0,3294;0,1663;-0,0291;0,4993;-0,0119;0,8624;-0,5060;-0,1867;-0,1047;0,9768;-2,5000;0,0000;2,5000;0;795,1821;819,1880;1,4467;0
464;08-04-2022 18:07:20 452;-2,0802;1,2507;1,3824;-0,1355;0,9333;0,3326;0,1655;-0,0251;0,5012;-0,0007;0,8647;-0,5023;-0,2027;-0,1004;0,9741;-2,5000;0,0000;2,5000;0;795,6324;823,5908;1,4466;0
465;08-04-2022 18:07:20 464;-2,0809;1,2500;1,3856;-0,1377;0,9318;0,3357;0,1651;-0,0214;0,5031;0,0128;0,8676;-0,4971;-0,1967;-0,1079;0,9745;-2,5000;0,0000;2,5000;0;796,5294;827,8100;1,4467;0
466;08-04-2022 18:07:20 475;-2,0815;1,2492;1,3889;-0,1396;0,9306;0,3385;0,1650;-0,0177;0,5049;0,0212;0,8692;-0,4940;-0,1923;-0,0979;0,9764;-2,5000;0,0000;2,5000;0;797,1157;831,3729;1,4463;0
467;08-04-2022 18:07:20 486;-2,0822;1,2485;1,3922;-0,1416;0,9293;0,3411;0,1646;-0,0137;0,5065;0,0209;0,8699;-0,4928;-0,2118;-0,0911;0,9731;-2,5000;0,0000;2,5000;0;797,8521;834,6639;1,4458;0
468;08-04-2022 18:07:20 496;-2,0830;1,2480;1,3954;-0,1437;0,9281;0,3436;0,1636;-0,0099;0,5079;0,0186;0,8704;-0,4920;-0,1849;-0,1137;0,9762;-2,5000;0,0000;2,5000;0;798,8072;837,8537;1,4454;0
469;08-04-2022 18:07:20 508;-2,0837;1,2473;1,3986;-0,1454;0,9268;0,3462;0,1632;-0,0064;0,5090;0,0196;0,8707;-0,4914;-0,1953;-0,1120;0,9743;-2,5000;0,0000;2,5000;0;799,6514;841,0619;1,4450;0
470;08-04-2022 18:07:20 519;-2,0842;1,2466;1,4018;-0,1474;0,9257;0,3483;0,1629;-0,0031;0,5101;0,0233;0,8705;-0,4916;-0,2049;-0,0974;0,9739;-2,5000;0,0000;2,5000;0;800,4171;843,8187;1,4443;0
471;08-04-2022 18:07:20 530;-2,0848;1,2459;1,4049;-0,1496;0,9246;0,3503;0,1624;-0,0002;0,5112;0,0301;0,8702;-0,4917;-0,2077;-0,0856;0,9744;-2,5000;0,0000;2,5000;0;800,3662;846,2693;1,4433;0
472;08-04-2022 18:07:20 541;-2,0861;1,2456;1,4083;-0,1526;0,9233;0,3524;0,1624;0,0021;0,5120;0,0384;0,8695;-0,4924;-0,2112;-0,0972;0,9726;-2,5000;0,0000;2,5000;0;800,5339;849,0192;1,4423;0
473;08-04-2022 18:07:20 552;-2,0870;1,2450;1,4113;-0,1556;0,9219;0,3549;0,1619;0,0049;0,5133;0,0488;0,8690;-0,4924;-0,2248;-0,0764;0,9714;-2,5000;0,0000;2,5000;0;800,3059;852,6164;1,4417;0
474;08-04-2022 18:07:20 563;-2,0875;1,2443;1,4142;-0,1583;0,9204;0,3576;0,1619;0,0072;0,5151;0,0557;0,8694;-0,4909;-0,2179;-0,0811;0,9726;-2,5000;0,0000;2,5000;0;800,4492;856,5349;1,4415;0
475;08-04-2022 18:07:20 575;-2,0884;1,2439;1,4172;-0,1609;0,9188;0,3604;0,1615;0,0096;0,5169;0,0592;0,8716;-0,4866;-0,0891;-0,0832;0,9925;-2,5000;0,0000;2,5000;0;800,6369;860,2835;1,4412;0
476;08-04-2022 18:07:20 586;-2,0889;1,2433;1,4201;-0,1630;0,9177;0,3623;0,1611;0,0113;0,5190;0,0583;0,8749;-0,4808;-0,2102;-0,0791;0,9744;-2,5000;0,0000;2,5000;0;800,1244;862,7994;1,4402;0
477;08-04-2022 18:07:20 597;-2,0896;1,2429;1,4229;-0,1647;0,9167;0,3642;0,1604;0,0131;0,5211;0,0592;0,8774;-0,4762;-0,2172;-0,0804;0,9728;-2,5000;0,0000;2,5000;0;799,8346;864,6764;1,4390;0
478;08-04-2022 18:07:20 608;-2,0900;1,2425;1,4257;-0,1658;0,9160;0,3653;0,1601;0,0144;0,5231;0,0602;0,8789;-0,4732;-0,2158;-0,0867;0,9726;-2,5000;0,0000;2,5000;0;799,2061;865,3560;1,4372;0
479;08-04-2022 18:07:20 619;-2,0908;1,2422;1,4286;-0,1669;0,9155;0,3660;0,1597;0,0154;0,5249;0,0620;0,8798;-0,4713;-0,2137;-0,0825;0,9734;-2,5000;0,0000;2,5000;0;799,3446;865,3192;1,4354;0
480;08-04-2022 18:07:20 630;-2,0915;1,2420;1,4314;-0,1680;0,9150;0,3667;0,1592;0,0165;0,5265;0,0618;0,8806;-0,4698;-0,2188;-0,0852;0,9720;-2,5000;0,0000;2,5000;0;798,9946;865,4260;1,4335;0
481;08-04-2022 18:07:20 641;-2,0919;1,2417;1,4341;-0,1694;0,9145;0,3673;0,1584;0,0175;0,5282;0,0587;0,8810;-0,4695;-0,2147;-0,0828;0,9731;-2,5000;0,0000;2,5000;0;798,3144;865,4384;1,4315;0
482;08-04-2022 18:07:20 656;-2,0925;1,2416;1,4369;-0,1715;0,9139;0,3680;0,1568;0,0187;0,5312;0,0575;0,8815;-0,4687;-0,1918;-0,0801;0,9782;-2,5000;0,0000;2,5000;0;797,2977;865,8453;1,4296;0
483;08-04-2022 18:07:20 672;-2,0932;1,2411;1,4417;-0,1742;0,9127;0,3696;0,1547;0,0204;0,5326;0,0629;0,8821;-0,4668;-0,2040;-0,0772;0,9759;-2,5000;0,0000;2,5000;0;795,8999;866,8365;1,4265;0
484;08-04-2022 18:07:20 680;-2,0934;1,2409;1,4435;-0,1751;0,9124;0,3700;0,1538;0,0210;0,5344;0,0659;0,8826;-0,4655;-0,2033;-0,0771;0,9761;-2,5000;0,0000;2,5000;0;795,2885;866,8033;1,4251;0
485;08-04-2022 18:07:20 697;-2,0942;1,2405;1,4478;-0,1775;0,9118;0,3703;0,1527;0,0213;0,5368;0,0666;0,8835;-0,4637;-0,1922;-0,0738;0,9786;-2,5000;0,0000;2,5000;0;793,6658;866,0111;1,4215;0
486;08-04-2022 18:07:20 708;-2,0945;1,2403;1,4505;-0,1785;0,9117;0,3701;0,1520;0,0213;0,5387;0,0651;0,8842;-0,4625;-0,1802;-0,0705;0,9811;-2,5000;0,0000;2,5000;0;792,8274;864,7441;1,4189;0
487;08-04-2022 18:07:20 719;-2,0948;1,2401;1,4533;-0,1789;0,9116;0,3700;0,1517;0,0209;0,5404;0,0632;0,8857;-0,4599;-0,1678;-0,0672;0,9835;-2,5000;0,0000;2,5000;0;792,1147;863,2047;1,4162;0
488;08-04-2022 18:07:20 730;-2,0950;1,2398;1,4561;-0,1790;0,9116;0,3700;0,1508;0,0207;0,5422;0,0619;0,8879;-0,4558;-0,2068;-0,0775;0,9753;-2,5000;0,0000;2,5000;0;791,4764;861,7034;1,4136;0
489;08-04-2022 18:07:20 741;-2,0952;1,2396;1,4589;-0,1790;0,9114;0,3705;0,1492;0,0209;0,5439;0,0606;0,8899;-0,4521;-0,2216;-0,0781;0,9720;-2,5000;0,0000;2,5000;0;790,5513;860,6404;1,4111;0
490;08-04-2022 18:07:20 752;-2,0957;1,2394;1,4617;-0,1793;0,9113;0,3706;0,1478;0,0204;0,5457;0,0584;0,8920;-0,4483;-0,2330;-0,0848;0,9688;-2,5000;0,0000;2,5000;0;789,4233;859,2820;1,4084;0
491;08-04-2022 18:07:20 763;-2,0959;1,2391;1,4644;-0,1801;0,9110;0,3710;0,1456;0,0204;0,5472;0,0545;0,8938;-0,4452;-0,2449;-0,0971;0,9647;-2,5000;0,0000;2,5000;0;787,4256;858,4664;1,4055;0
492;08-04-2022 18:07:20 774;-2,0962;1,2388;1,4672;-0,1810;0,9105;0,3718;0,1434;0,0202;0,5487;0,0481;0,8962;-0,4411;-0,2415;-0,0922;0,9660;-2,5000;0,0000;2,5000;0;785,6994;858,3322;1,4031;0
493;08-04-2022 18:07:20 786;-2,0964;1,2384;1,4699;-0,1819;0,9102;0,3722;0,1413;0,0201;0,5501;0,0423;0,8988;-0,4362;-0,2407;-0,0938;0,9660;-2,5000;0,0000;2,5000;0;783,8259;857,7607;1,4004;0
494;08-04-2022 18:07:20 797;-2,0967;1,2380;1,4727;-0,1827;0,9098;0,3726;0,1395;0,0196;0,5512;0,0389;0,9014;-0,4313;-0,2396;-0,0927;0,9664;-2,5000;0,0000;2,5000;0;781,9568;857,0060;1,3976;0
495;08-04-2022 18:07:20 807;-2,0969;1,2377;1,4755;-0,1836;0,9095;0,3728;0,1386;0,0186;0,5524;0,0389;0,9034;-0,4270;-0,2416;-0,0957;0,9656;-2,5000;0,0000;2,5000;0;779,8351;856,0804;1,3947;0
496;08-04-2022 18:07:20 819;-2,0979;1,2376;1,4783;-0,1845;0,9093;0,3730;0,1390;0,0167;0,5537;0,0380;0,9049;-0,4240;-0,2402;-0,0924;0,9663;-2,5000;0,0000;2,5000;0;778,6868;854,8010;1,3919;0
497;08-04-2022 18:07:20 830;-2,0981;1,2373;1,4810;-0,1851;0,9090;0,3735;0,1379;0,0163;0,5541;0,0346;0,9061;-0,4217;-0,2364;-0,0943;0,9671;-2,5000;0,0000;2,5000;0;777,5316;854,3220;1,3896;0
498;08-04-2022 18:07:20 841;-2,0986;1,2369;1,4835;-0,1857;0,9085;0,3743;0,1369;0,0162;0,5548;0,0297;0,9075;-0,4189;-0,2306;-0,0959;0,9683;-2,5000;0,0000;2,5000;0;776,7499;854,2458;1,3876;0
499;08-04-2022 18:07:20 852;-2,0994;1,2366;1,4861;-0,1866;0,9077;0,3757;0,1365;0,0160;0,5551;0,0266;0,9089;-0,4163;-0,1781;-0,0912;0,9798;-2,5000;0,0000;2,5000;0;776,3523;855,2103;1,3862;0
500;08-04-2022 18:07:20 863;-2,0995;1,2361;1,4885;-0,1872;0,9070;0,3772;0,1359;0,0161;0,5557;0,0243;0,9104;-0,4129;-0,1673;-0,0897;0,9818;-2,5000;0,0000;2,5000;0;775,7458;856,4278;1,3849;0
501;08-04-2022 18:07:20 874;-2,1004;1,2359;1,4909;-0,1879;0,9063;0,3786;0,1361;0,0157;0,5562;0,0206;0,9118;-0,4101;-0,1718;-0,0907;0,9809;-2,5000;0,0000;2,5000;0;775,8992;857,3096;1,3838;0
502;08-04-2022 18:07:20 885;-2,1005;1,2354;1,4931;-0,1884;0,9057;0,3798;0,1364;0,0153;0,5569;0,0143;0,9133;-0,4071;-0,1831;-0,0926;0,9787;-2,5000;0,0000;2,5000;0;775,3523;858,0870;1,3825;0
503;08-04-2022 18:07:20 897;-2,1004;1,2349;1,4951;-0,1888;0,9050;0,3813;0,1364;0,0151;0,5575;0,0071;0,9145;-0,4046;-0,2209;-0,0990;0,9703;-2,5000;0,0000;2,5000;0;774,7827;859,5662;1,3816;0
504;08-04-2022 18:07:20 908;-2,1004;1,2345;1,4971;-0,1892;0,9042;0,3829;0,1364;0,0151;0,5580;-0,0003;0,9155;-0,4023;-0,2379;-0,0993;0,9662;-2,5000;0,0000;2,5000;0;774,7623;861,1056;1,3810;0
505;08-04-2022 18:07:20 919;-2,1001;1,2340;1,4988;-0,1895;0,9034;0,3846;0,1368;0,0153;0,5582;-0,0071;0,9159;-0,4013;-0,2432;-0,0978;0,9650;-2,5000;0,0000;2,5000;0;774,8039;863,1074;1,3807;0
506;08-04-2022 18:07:20 930;-2,1000;1,2336;1,5005;-0,1895;0,9027;0,3863;0,1375;0,0157;0,5581;-0,0094;0,9156;-0,4020;-0,2432;-0,1014;0,9647;-2,5000;0,0000;2,5000;0;775,3405;864,9250;1,3806;0
507;08-04-2022 18:07:20 941;-2,1002;1,2333;1,5020;-0,1895;0,9019;0,3882;0,1383;0,0163;0,5579;-0,0115;0,9142;-0,4052;-0,2420;-0,1012;0,9650;-2,5000;0,0000;2,5000;0;775,5494;866,7864;1,3805;0
508;08-04-2022 18:07:20 952;-2,0999;1,2329;1,5033;-0,1894;0,9012;0,3899;0,1387;0,0173;0,5573;-0,0171;0,9114;-0,4112;-0,2388;-0,1003;0,9659;-2,5000;0,0000;2,5000;0;775,5491;868,7028;1,3805;0
509;08-04-2022 18:07:20 963;-2,0996;1,2326;1,5044;-0,1892;0,9005;0,3916;0,1397;0,0178;0,5569;-0,0217;0,9083;-0,4179;-0,2043;-0,0954;0,9742;-2,5000;0,0000;2,5000;0;775,4750;870,6357;1,3806;0
510;08-04-2022 18:07:20 975;-2,0997;1,2325;1,5053;-0,1891;0,8999;0,3930;0,1404;0,0193;0,5567;-0,0197;0,9040;-0,4272;-0,1692;-0,0892;0,9815;-2,5000;0,0000;2,5000;0;775,3834;871,9559;1,3806;0
511;08-04-2022 18:07:20 985;-2,0993;1,2324;1,5061;-0,1885;0,8993;0,3946;0,1398;0,0204;0,5548;-0,0275;0,9000;-0,4351;-0,1635;-0,0826;0,9831;-2,5000;0,0000;2,5000;0;774,8773;873,5300;1,3806;5
512;08-04-2022 18:07:20 997;-2,0988;1,2323;1,5065;-0,1874;0,8991;0,3956;0,1400;0,0208;0,5541;-0,0197;0,8993;-0,4368;-0,1617;-0,0930;0,9824;-2,5000;0,0000;2,5000;0;774,1664;873,9683;1,3803;0
513;08-04-2022 18:07:21 8;-2,0983;1,2323;1,5069;-0,1860;0,8992;0,3961;0,1370;0,0219;0,5552;-0,0046;0,9023;-0,4311;-0,1649;-0,0908;0,9821;-2,5000;0,0000;2,5000;0;773,1418;873,6504;1,3797;0
514;08-04-2022 18:07:21 19;-2,0979;1,2323;1,5071;-0,1846;0,8992;0,3968;0,1346;0,0206;0,5553;0,0114;0,9060;-0,4230;-0,1711;-0,0851;0,9816;-2,5000;0,0000;2,5000;0;772,2515;873,5435;1,3793;0
515;08-04-2022 18:07:21 30;-2,0973;1,2325;1,5070;-0,1831;0,8994;0,3969;0,1299;0,0204;0,5550;0,0193;0,9080;-0,4185;-0,1734;-0,0847;0,9812;-2,5000;0,0000;2,5000;0;770,9211;872,7595;1,3787;0
516;08-04-2022 18:07:21 41;-2,0967;1,2327;1,5068;-0,1814;0,9000;0,3964;0,1257;0,0199;0,5554;0,0073;0,9093;-0,4161;-0,1718;-0,0829;0,9816;-2,5000;0,0000;2,5000;0;768,7573;870,7398;1,3774;0
517;08-04-2022 18:07:21 52;-2,0959;1,2330;1,5066;-0,1797;0,9007;0,3954;0,1215;0,0189;0,5560;-0,0262;0,9085;-0,4171;-0,2405;-0,0931;0,9662;-2,5000;0,0000;2,5000;0;765,8286;868,0387;1,3755;0
518;08-04-2022 18:07:21 63;-2,0951;1,2335;1,5061;-0,1776;0,9020;0,3934;0,1191;0,0168;0,5575;-0,0515;0,9063;-0,4196;-0,2402;-0,0934;0,9662;-2,5000;0,0000;2,5000;0;761,2984;863,3938;1,3725;0
519;08-04-2022 18:07:21 74;-2,0942;1,2341;1,5054;-0,1757;0,9034;0,3912;0,1154;0,0154;0,5588;-0,0630;0,9062;-0,4182;-0,2333;-0,0862;0,9686;-2,5000;0,0000;2,5000;0;755,8779;858,4277;1,3691;0
520;08-04-2022 18:07:21 85;-2,0933;1,2347;1,5047;-0,1739;0,9046;0,3891;0,1124;0,0141;0,5600;-0,0580;0,9089;-0,4129;-0,2461;-0,0943;0,9646;-2,5000;0,0000;2,5000;0;750,7900;853,7742;1,3660;0
521;08-04-2022 18:07:21 97;-2,0922;1,2353;1,5034;-0,1724;0,9061;0,3864;0,1095;0,0127;0,5616;-0,0502;0,9116;-0,4080;-0,2684;-0,0658;0,9610;-2,5000;0,0000;2,5000;0;745,0634;848,6304;1,3627;0
522;08-04-2022 18:07:21 108;-2,0912;1,2361;1,5023;-0,1706;0,9077;0,3833;0,1056;0,0110;0,5626;-0,0458;0,9128;-0,4059;-0,2863;-0,0624;0,9561;-2,5000;0,0000;2,5000;0;739,1896;842,4800;1,3590;0
523;08-04-2022 18:07:21 119;-2,0901;1,2368;1,5009;-0,1688;0,9097;0,3793;0,1022;0,0088;0,5636;-0,0438;0,9113;-0,4094;-0,2531;-0,0886;0,9633;-2,5000;0,0000;2,5000;0;732,6417;835,1483;1,3546;0
524;08-04-2022 18:07:21 134;-2,0890;1,2380;1,4994;-0,1668;0,9124;0,3738;0,0984;0,0060;0,5642;-0,0438;0,9081;-0,4165;-0,2557;-0,0779;0,9636;-2,5000;0,0000;2,5000;0;725,9110;825,1125;1,3492;0
525;08-04-2022 18:07:21 143;-2,0880;1,2392;1,4979;-0,1651;0,9150;0,3681;0,0945;0,0024;0,5656;-0,0459;0,9070;-0,4186;-0,2368;-0,0967;0,9667;-2,5000;0,0000;2,5000;0;718,7704;814,8889;1,3436;0
526;08-04-2022 18:07:21 151;-2,0870;1,2406;1,4961;-0,1632;0,9180;0,3615;0,0907;-0,0015;0,5673;-0,0474;0,9060;-0,4206;-0,2340;-0,0792;0,9690;-2,5000;0,0000;2,5000;0;711,7606;803,2532;1,3376;0
527;08-04-2022 18:07:21 162;-2,0857;1,2418;1,4942;-0,1615;0,9211;0,3543;0,0870;-0,0058;0,5690;-0,0500;0,9053;-0,4218;-0,2426;-0,0853;0,9664;-2,5000;0,0000;2,5000;0;704,4210;790,8548;1,3313;0
528;08-04-2022 18:07:21 172;-2,0844;1,2434;1,4920;-0,1603;0,9248;0,3451;0,0836;-0,0114;0,5704;-0,0476;0,9046;-0,4235;-0,2508;-0,0805;0,9647;-2,5000;0,0000;2,5000;0;696,8487;775,5591;1,3238;0
529;08-04-2022 18:07:21 183;-2,0835;1,2453;1,4899;-0,1591;0,9287;0,3349;0,0807;-0,0181;0,5719;-0,0429;0,9042;-0,4250;-0,2421;-0,0828;0,9667;-2,5000;0,0000;2,5000;0;689,0378;758,2536;1,3154;0
530;08-04-2022 18:07:21 195;-2,0826;1,2473;1,4877;-0,1578;0,9333;0,3225;0,0774;-0,0261;0,5733;-0,0358;0,9036;-0,4268;-0,2173;-0,0566;0,9744;-1,9760;1,0710;2,2380;5;1.293,4600;1.453,7320;0,7746;0
531;08-04-2022 18:07:21 206;-2,0817;1,2495;1,4854;-0,1562;0,9380;0,3095;0,0741;-0,0343;0,5743;-0,0315;0,9023;-0,4300;-0,1848;-0,0458;0,9817;-1,9760;1,0710;2,2380;5;1.286,2470;1.437,3400;0,7782;0
532;08-04-2022 18:07:21 217;-2,0812;1,2521;1,4829;-0,1540;0,9430;0,2949;0,0715;-0,0438;0,5754;-0,0314;0,9002;-0,4344;-0,1559;0,0369;0,9871;-1,9760;1,0710;2,2380;5;1.279,0960;1.418,8470;0,7821;0
533;08-04-2022 18:07:21 228;-2,0804;1,2544;1,4804;-0,1518;0,9478;0,2805;0,0686;-0,0528;0,5764;-0,0317;0,8978;-0,4392;-0,1529;0,1571;0,9757;-1,9760;1,0710;2,2380;5;1.272,0160;1.401,0960;0,7856;0
534;08-04-2022 18:07:21 239;-2,0794;1,2567;1,4775;-0,1495;0,9525;0,2653;0,0647;-0,0608;0,5769;-0,0336;0,8950;-0,4447;-0,1849;0,1876;0,9647;-1,9760;1,0710;2,2380;5;1.264,5980;1.382,8170;0,7892;0
535;08-04-2022 18:07:21 250;-2,0787;1,2590;1,4748;-0,1477;0,9567;0,2506;0,0626;-0,0696;0,5773;-0,0321;0,8924;-0,4501;-0,1926;0,2224;0,9557;-2,5000;0,0000;2,5000;0;634,0974;607,6278;1,2428;0
