frame;time;player_pos_x;player_pos_y;player_pos_z;player_up_x;player_up_y;player_up_z;rel_r_hand_x;rel_r_hand_y;rel_r_hand_z;r_hand_up_x;r_hand_up_y;r_hand_up_z;gaze_vec_x;gaze_vec_y;gaze_vec_z;gaze_p_x;gaze_p_y;gaze_p_z;obj_tag;gaze_to_screen_x;gaze_to_screen_y;gaze_to_screen_z;obj_interacted_with
539;08-04-2022 16:09:04 408;-1,9171;1,3474;1,4030;0,1702;0,9773;-0,1265;0,0331;-0,2970;0,4460;0,0589;0,8153;-0,5761;0,1962;0,0953;0,9759;-2,5000;0,0000;2,5000;0;-16,1916;-1.266,5670;0,6310;0
540;08-04-2022 16:09:04 420;-1,9218;1,3476;1,4048;0,1717;0,9782;-0,1171;0,0439;-0,2920;0,4484;0,0608;0,8160;-0,5748;0,1189;0,1166;0,9860;-2,5000;0,0000;2,5000;0;70,4678;-1.123,1140;0,6635;0
541;08-04-2022 16:09:04 430;-1,9249;1,3472;1,4067;0,1726;0,9793;-0,1054;0,0530;-0,2857;0,4504;0,0623;0,8162;-0,5744;0,0882;0,1183;0,9890;-2,5000;0,0000;2,5000;0;145,4635;-985,1870;0,6970;0
542;08-04-2022 16:09:04 442;-1,9280;1,3467;1,4085;0,1733;0,9804;-0,0934;0,0615;-0,2790;0,4523;0,0640;0,8161;-0,5743;0,0622;0,1407;0,9881;-2,5000;0,0000;2,5000;0;212,1677;-861,8124;0,7295;0
543;08-04-2022 16:09:04 453;-1,9311;1,3458;1,4104;0,1733;0,9816;-0,0798;0,0679;-0,2712;0,4540;0,0653;0,8156;-0,5749;0,0246;0,1513;0,9882;-2,5000;0,0000;2,5000;0;269,8116;-745,6403;0,7621;0
544;08-04-2022 16:09:04 464;-1,9345;1,3450;1,4121;0,1727;0,9827;-0,0670;0,0740;-0,2635;0,4562;0,0669;0,8156;-0,5747;0,0004;0,1481;0,9890;-2,5000;0,0000;2,5000;0;318,9452;-646,5760;0,7919;0
545;08-04-2022 16:09:04 475;-1,9374;1,3440;1,4138;0,1715;0,9837;-0,0535;0,0767;-0,2552;0,4581;0,0670;0,8170;-0,5727;-0,0178;0,1501;0,9885;-2,5000;0,0000;2,5000;0;356,6506;-559,3825;0,8191;0
546;08-04-2022 16:09:04 486;-1,9404;1,3434;1,4156;0,1693;0,9847;-0,0412;0,0794;-0,2477;0,4601;0,0646;0,8193;-0,5698;-0,0580;0,1738;0,9831;-2,5000;0,0000;2,5000;0;387,9044;-485,7083;0,8433;0
547;08-04-2022 16:09:04 497;-1,9430;1,3430;1,4174;0,1656;0,9858;-0,0295;0,0799;-0,2409;0,4619;0,0611;0,8214;-0,5670;-0,0116;0,1624;0,9866;-2,5000;0,0000;2,5000;0;406,9364;-426,0314;0,8628;0
548;08-04-2022 16:09:04 508;-1,9454;1,3427;1,4192;0,1599;0,9869;-0,0191;0,0798;-0,2343;0,4627;0,0538;0,8231;-0,5654;0,1181;0,1289;0,9846;-2,5000;0,0000;2,5000;0;421,5629;-374,5313;0,8800;0
549;08-04-2022 16:09:04 519;-1,9483;1,3426;1,4211;0,1520;0,9883;-0,0102;0,0798;-0,2283;0,4624;0,0456;0,8229;-0,5663;0,1574;0,1149;0,9808;-2,5000;0,0000;2,5000;0;431,7220;-331,2764;0,8943;0
550;08-04-2022 16:09:04 530;-1,9516;1,3425;1,4230;0,1437;0,9896;-0,0022;0,0821;-0,2224;0,4619;0,0386;0,8217;-0,5686;0,2207;0,1053;0,9696;-2,5000;0,0000;2,5000;0;446,2031;-288,3628;0,9096;0
551;08-04-2022 16:09:04 542;-1,9551;1,3423;1,4248;0,1357;0,9907;0,0055;0,0847;-0,2154;0,4604;0,0325;0,8180;-0,5743;0,2970;0,1244;0,9467;-1,9910;1,3950;2,1980;2;831,3754;1.446,1750;0,7245;0
552;08-04-2022 16:09:04 552;-1,9581;1,3421;1,4264;0,1286;0,9916;0,0119;0,0843;-0,2072;0,4576;0,0286;0,8125;-0,5823;0,3193;0,1245;0,9394;-1,9910;1,3950;2,1980;2;857,1262;1.454,4120;0,7282;0
553;08-04-2022 16:09:04 564;-1,9613;1,3420;1,4280;0,1232;0,9922;0,0176;0,0895;-0,1994;0,4556;0,0243;0,8069;-0,5901;0,2846;0,1192;0,9512;-1,9910;1,3950;2,1980;2;884,3231;1.461,3990;0,7318;0
554;08-04-2022 16:09:04 575;-1,9644;1,3419;1,4294;0,1195;0,9926;0,0220;0,0950;-0,1920;0,4536;0,0224;0,8017;-0,5973;0,3109;0,1268;0,9419;-1,9910;1,3950;2,1980;2;910,1891;1.466,7400;0,7352;0
555;08-04-2022 16:09:04 586;-1,9682;1,3423;1,4308;0,1167;0,9928;0,0254;0,1011;-0,1847;0,4516;0,0218;0,7961;-0,6048;0,2959;0,1290;0,9464;-1,9910;1,3950;2,1980;2;936,4597;1.470,2340;0,7382;0
556;08-04-2022 16:09:04 597;-1,9713;1,3427;1,4319;0,1140;0,9931;0,0273;0,1064;-0,1787;0,4500;0,0211;0,7916;-0,6107;0,2869;0,1241;0,9499;-1,9910;1,3950;2,1980;2;959,4855;1.472,0670;0,7409;0
557;08-04-2022 16:09:04 608;-1,9757;1,3435;1,4332;0,1110;0,9934;0,0275;0,1118;-0,1729;0,4482;0,0191;0,7871;-0,6166;0,2588;0,1279;0,9574;-1,9910;1,3950;2,1980;2;983,7276;1.471,4910;0,7434;0
558;08-04-2022 16:09:04 620;-1,9798;1,3444;1,4341;0,1078;0,9938;0,0261;0,1167;-0,1681;0,4466;0,0159;0,7826;-0,6224;0,2177;0,1502;0,9644;-1,9910;1,3950;2,1980;2;1.005,3320;1.469,0330;0,7457;0
559;08-04-2022 16:09:04 630;-1,9830;1,3450;1,4348;0,1047;0,9942;0,0245;0,1205;-0,1628;0,4448;0,0131;0,7763;-0,6302;0,2104;0,1624;0,9640;-1,9910;1,3950;2,1980;2;1.026,1780;1.466,6890;0,7479;0
560;08-04-2022 16:09:04 642;-1,9855;1,3457;1,4353;0,1014;0,9946;0,0211;0,1236;-0,1579;0,4427;0,0099;0,7687;-0,6395;0,1955;0,1603;0,9675;-1,9910;1,3950;2,1980;2;1.046,0300;1.462,1140;0,7501;0
561;08-04-2022 16:09:04 652;-1,9884;1,3465;1,4358;0,0982;0,9950;0,0171;0,1282;-0,1534;0,4410;0,0056;0,7605;-0,6493;0,1776;0,1514;0,9724;-1,9910;1,3950;2,1980;2;1.065,7720;1.456,8760;0,7521;0
562;08-04-2022 16:09:04 664;-1,9909;1,3475;1,4360;0,0948;0,9954;0,0119;0,1312;-0,1488;0,4390;0,0005;0,7507;-0,6607;0,1535;0,1490;0,9768;-1,9910;1,3950;2,1980;2;1.084,6930;1.450,0060;0,7540;0
563;08-04-2022 16:09:04 675;-1,9935;1,3485;1,4364;0,0911;0,9958;0,0061;0,1343;-0,1443;0,4371;-0,0028;0,7413;-0,6712;0,1483;0,1420;0,9787;-1,9910;1,3950;2,1980;2;1.102,9580;1.442,5470;0,7557;0
564;08-04-2022 16:09:04 686;-1,9956;1,3494;1,4366;0,0876;0,9962;0,0003;0,1366;-0,1389;0,4355;-0,0047;0,7300;-0,6834;0,1149;0,1393;0,9836;-1,9910;1,3950;2,1980;2;1.119,7800;1.435,1020;0,7571;0
565;08-04-2022 16:09:04 697;-1,9981;1,3504;1,4368;0,0835;0,9965;-0,0063;0,1395;-0,1344;0,4339;-0,0054;0,7201;-0,6938;0,0829;0,1380;0,9870;-1,9910;1,3950;2,1980;2;1.135,7950;1.426,8360;0,7583;0
566;08-04-2022 16:09:04 708;-2,0002;1,3513;1,4370;0,0792;0,9968;-0,0130;0,1412;-0,1294;0,4327;-0,0048;0,7100;-0,7042;0,0998;0,1715;0,9801;-1,9910;1,3950;2,1980;2;1.150,8620;1.418,4220;0,7593;0
567;08-04-2022 16:09:04 719;-2,0024;1,3523;1,4372;0,0742;0,9970;-0,0209;0,1415;-0,1242;0,4314;-0,0046;0,7003;-0,7138;0,1216;0,2370;0,9639;-1,9910;1,3950;2,1980;2;1.164,8080;1.408,7710;0,7600;0
568;08-04-2022 16:09:04 730;-2,0043;1,3534;1,4374;0,0690;0,9972;-0,0291;0,1413;-0,1195;0,4303;-0,0043;0,6901;-0,7237;0,1149;0,2533;0,9605;-1,9910;1,3950;2,1980;2;1.177,4140;1.398,5820;0,7605;0
569;08-04-2022 16:09:04 742;-2,0060;1,3544;1,4377;0,0641;0,9972;-0,0373;0,1414;-0,1146;0,4294;-0,0031;0,6787;-0,7344;0,1208;0,2580;0,9585;-1,9910;1,3950;2,1980;2;1.189,3730;1.388,4590;0,7608;0
570;08-04-2022 16:09:04 753;-2,0080;1,3555;1,4380;0,0596;0,9972;-0,0456;0,1417;-0,1093;0,4284;0,0008;0,6652;-0,7467;0,1212;0,2378;0,9637;-1,9910;1,3950;2,1980;2;1.200,2860;1.378,1160;0,7608;0
571;08-04-2022 16:09:04 764;-2,0090;1,3563;1,4382;0,0555;0,9970;-0,0537;0,1426;-0,1036;0,4282;0,0022;0,6504;-0,7596;0,1062;0,2457;0,9635;-1,9910;1,3950;2,1980;2;1.209,8100;1.368,2580;0,7608;0
572;08-04-2022 16:09:04 774;-2,0108;1,3573;1,4386;0,0520;0,9967;-0,0617;0,1428;-0,0973;0,4280;0,0028;0,6352;-0,7723;0,0910;0,2458;0,9650;-1,9910;1,3950;2,1980;2;1.219,4470;1.358,4420;0,7605;0
573;08-04-2022 16:09:04 786;-2,0121;1,3581;1,4388;0,0487;0,9965;-0,0684;0,1425;-0,0903;0,4285;0,0033;0,6212;-0,7836;0,0494;0,2363;0,9704;-1,9910;1,3950;2,1980;2;1.227,6200;1.350,0620;0,7603;0
574;08-04-2022 16:09:04 797;-2,0139;1,3589;1,4391;0,0458;0,9961;-0,0750;0,1429;-0,0833;0,4294;0,0058;0,6095;-0,7928;0,0271;0,2343;0,9718;-1,9910;1,3950;2,1980;2;1.236,5230;1.341,8880;0,7598;0
575;08-04-2022 16:09:04 808;-2,0152;1,3597;1,4395;0,0435;0,9958;-0,0806;0,1425;-0,0760;0,4306;0,0088;0,5982;-0,8013;0,0215;0,2231;0,9745;-1,9910;1,3950;2,1980;2;1.244,2840;1.334,8860;0,7593;0
576;08-04-2022 16:09:04 819;-2,0168;1,3604;1,4398;0,0417;0,9955;-0,0856;0,1424;-0,0684;0,4326;0,0135;0,5895;-0,8076;0,0138;0,2169;0,9761;-1,9910;1,3950;2,1980;2;1.251,8520;1.328,6540;0,7588;0
577;08-04-2022 16:09:04 830;-2,0180;1,3609;1,4401;0,0401;0,9951;-0,0906;0,1405;-0,0605;0,4345;0,0214;0,5829;-0,8123;0,0093;0,2138;0,9768;-1,9910;1,3950;2,1980;2;1.258,7360;1.322,4940;0,7582;0
578;08-04-2022 16:09:04 848;-2,0192;1,3615;1,4405;0,0390;0,9947;-0,0956;0,1383;-0,0514;0,4377;0,0334;0,5780;-0,8154;-0,0114;0,1994;0,9798;-1,9910;1,3950;2,1980;2;1.265,2900;1.316,3770;0,7575;0
579;08-04-2022 16:09:04 858;-2,0207;1,3621;1,4409;0,0380;0,9942;-0,1005;0,1366;-0,0415;0,4429;0,0514;0,5769;-0,8152;-0,0178;0,1938;0,9809;-1,9910;1,3950;2,1980;2;1.272,3030;1.310,2010;0,7568;0
580;08-04-2022 16:09:04 867;-2,0216;1,3626;1,4413;0,0369;0,9938;-0,1053;0,1369;-0,0365;0,4456;0,0604;0,5770;-0,8145;-0,0236;0,1803;0,9833;-1,9910;1,3950;2,1980;2;1.279,0260;1.304,2780;0,7560;0
581;08-04-2022 16:09:04 876;-2,0231;1,3633;1,4417;0,0356;0,9933;-0,1099;0,1375;-0,0327;0,4483;0,0684;0,5790;-0,8125;-0,0051;0,1752;0,9845;-1,9910;1,3950;2,1980;2;1.286,3710;1.298,5210;0,7550;0
582;08-04-2022 16:09:04 886;-2,0245;1,3639;1,4422;0,0344;0,9929;-0,1140;0,1377;-0,0274;0,4517;0,0770;0,5811;-0,8102;-0,0148;0,1783;0,9839;-1,9910;1,3950;2,1980;2;1.294,1080;1.293,2140;0,7540;0
583;08-04-2022 16:09:04 895;-2,0260;1,3644;1,4428;0,0332;0,9925;-0,1180;0,1379;-0,0234;0,4552;0,0829;0,5855;-0,8064;-0,0200;0,1726;0,9848;-1,9910;1,3950;2,1980;2;1.301,9740;1.288,0670;0,7529;0
584;08-04-2022 16:09:04 905;-2,0271;1,3649;1,4434;0,0318;0,9921;-0,1214;0,1365;-0,0177;0,4588;0,0881;0,5872;-0,8046;-0,0253;0,1739;0,9844;-1,9910;1,3950;2,1980;2;1.309,5140;1.283,7760;0,7518;0
585;08-04-2022 16:09:04 916;-2,0285;1,3654;1,4439;0,0307;0,9918;-0,1244;0,1358;-0,0121;0,4631;0,0897;0,5892;-0,8030;-0,0354;0,1655;0,9856;-1,9910;1,3950;2,1980;2;1.317,0250;1.279,7720;0,7507;0
586;08-04-2022 16:09:04 927;-2,0299;1,3657;1,4446;0,0297;0,9914;-0,1272;0,1352;-0,0062;0,4675;0,0907;0,5901;-0,8023;-0,0618;0,1595;0,9852;-1,9910;1,3950;2,1980;2;1.324,6880;1.276,2300;0,7494;0
587;08-04-2022 16:09:04 938;-2,0314;1,3661;1,4452;0,0288;0,9911;-0,1299;0,1348;-0,0010;0,4717;0,0924;0,5902;-0,8019;-0,0681;0,1512;0,9861;-1,9910;1,3950;2,1980;2;1.332,1100;1.272,7840;0,7482;0
588;08-04-2022 16:09:04 950;-2,0327;1,3665;1,4459;0,0280;0,9908;-0,1321;0,1340;0,0048;0,4759;0,0940;0,5907;-0,8014;-0,0753;0,1480;0,9861;-1,9910;1,3950;2,1980;2;1.339,8360;1.269,8070;0,7469;0
589;08-04-2022 16:09:04 960;-2,0339;1,3667;1,4465;0,0272;0,9906;-0,1342;0,1335;0,0095;0,4801;0,0916;0,5920;-0,8008;-0,0832;0,1472;0,9856;-1,9910;1,3950;2,1980;2;1.346,9270;1.267,1980;0,7457;0
590;08-04-2022 16:09:04 971;-2,0353;1,3670;1,4472;0,0265;0,9904;-0,1357;0,1322;0,0145;0,4840;0,0876;0,5949;-0,7990;-0,0712;0,1454;0,9868;-1,9910;1,3950;2,1980;2;1.354,3780;1.265,1230;0,7444;0
591;08-04-2022 16:09:04 983;-2,0370;1,3673;1,4479;0,0259;0,9902;-0,1375;0,1322;0,0192;0,4882;0,0898;0,5994;-0,7954;-0,0753;0,1483;0,9861;-1,9910;1,3950;2,1980;2;1.362,8330;1.262,7520;0,7429;0
592;08-04-2022 16:09:04 994;-2,0384;1,3675;1,4487;0,0255;0,9900;-0,1389;0,1326;0,0234;0,4921;0,0984;0,6034;-0,7913;-0,0900;0,1387;0,9862;-1,9910;1,3950;2,1980;2;1.370,4020;1.260,8320;0,7415;0
593;08-04-2022 16:09:05 5;-2,0399;1,3676;1,4495;0,0255;0,9898;-0,1404;0,1333;0,0276;0,4959;0,1090;0,6055;-0,7884;-0,0935;0,1396;0,9858;-1,9910;1,3950;2,1980;2;1.378,3940;1.259,0400;0,7400;0
594;08-04-2022 16:09:05 16;-2,0413;1,3677;1,4502;0,0257;0,9896;-0,1412;0,1339;0,0320;0,4996;0,1174;0,6066;-0,7863;-0,1015;0,1413;0,9847;-1,9910;1,3950;2,1980;2;1.385,8200;1.257,9840;0,7386;0
595;08-04-2022 16:09:05 27;-2,0427;1,3679;1,4509;0,0259;0,9895;-0,1422;0,1342;0,0355;0,5030;0,1218;0,6074;-0,7850;-0,1066;0,1376;0,9847;-1,9910;1,3950;2,1980;2;1.393,5010;1.256,6650;0,7371;0
596;08-04-2022 16:09:05 38;-2,0442;1,3681;1,4517;0,0260;0,9894;-0,1430;0,1349;0,0388;0,5064;0,1215;0,6087;-0,7841;-0,1055;0,1300;0,9859;-1,9910;1,3950;2,1980;2;1.400,9870;1.255,5570;0,7357;0
597;08-04-2022 16:09:05 49;-2,0454;1,3682;1,4524;0,0261;0,9893;-0,1435;0,1340;0,0423;0,5101;0,1199;0,6115;-0,7821;-0,1207;0,1346;0,9835;-1,9910;1,3950;2,1980;2;1.407,7320;1.254,8220;0,7343;0
598;08-04-2022 16:09:05 61;-2,0467;1,3683;1,4530;0,0256;0,9893;-0,1439;0,1343;0,0450;0,5138;0,1156;0,6155;-0,7796;-0,1350;0,1291;0,9824;-1,9910;1,3950;2,1980;2;1.414,4700;1.254,1730;0,7330;0
599;08-04-2022 16:09:05 72;-2,0478;1,3684;1,4537;0,0252;0,9892;-0,1443;0,1338;0,0474;0,5172;0,1127;0,6203;-0,7762;-0,1386;0,1317;0,9815;-1,9910;1,3950;2,1980;2;1.421,0150;1.253,4770;0,7316;0
600;08-04-2022 16:09:05 83;-2,0492;1,3685;1,4543;0,0253;0,9891;-0,1452;0,1341;0,0494;0,5204;0,1133;0,6240;-0,7731;-0,1511;0,1324;0,9796;-1,9910;1,3950;2,1980;2;1.427,5300;1.252,2910;0,7302;0
601;08-04-2022 16:09:05 94;-2,0503;1,3687;1,4550;0,0255;0,9889;-0,1461;0,1340;0,0517;0,5232;0,1164;0,6261;-0,7710;-0,1582;0,1284;0,9790;-1,9910;1,3950;2,1980;2;1.433,7410;1.251,1530;0,7288;0
602;08-04-2022 16:09:05 105;-2,0508;1,3687;1,4556;0,0265;0,9888;-0,1470;0,1341;0,0537;0,5256;0,1263;0,6263;-0,7693;-0,1620;0,1275;0,9785;-1,9910;1,3950;2,1980;2;1.438,8150;1.250,1800;0,7276;0
603;08-04-2022 16:09:05 116;-2,0520;1,3688;1,4562;0,0273;0,9886;-0,1480;0,1349;0,0553;0,5273;0,1406;0,6236;-0,7690;-0,1686;0,1382;0,9759;-1,9910;1,3950;2,1980;2;1.444,6990;1.248,8480;0,7263;0
604;08-04-2022 16:09:05 127;-2,0529;1,3689;1,4568;0,0279;0,9885;-0,1487;0,1345;0,0573;0,5293;0,1479;0,6220;-0,7689;-0,1730;0,1306;0,9762;-1,9910;1,3950;2,1980;2;1.450,2150;1.247,9010;0,7250;0
605;08-04-2022 16:09:05 138;-2,0539;1,3689;1,4573;0,0283;0,9885;-0,1488;0,1348;0,0595;0,5306;0,1514;0,6193;-0,7704;-0,1761;0,1346;0,9751;-1,9910;1,3950;2,1980;2;1.455,5170;1.247,7800;0,7238;0
606;08-04-2022 16:09:05 149;-2,0549;1,3690;1,4579;0,0286;0,9885;-0,1488;0,1350;0,0614;0,5317;0,1482;0,6172;-0,7727;-0,1769;0,1389;0,9744;-1,9910;1,3950;2,1980;2;1.460,8580;1.247,7710;0,7227;0
607;08-04-2022 16:09:05 160;-2,0559;1,3690;1,4585;0,0282;0,9885;-0,1485;0,1353;0,0635;0,5327;0,1453;0,6159;-0,7743;-0,1788;0,1347;0,9746;-1,9910;1,3950;2,1980;2;1.465,9150;1.248,0060;0,7215;0
608;08-04-2022 16:09:05 171;-2,0569;1,3690;1,4589;0,0276;0,9885;-0,1484;0,1361;0,0647;0,5335;0,1395;0,6158;-0,7755;-0,1853;0,1412;0,9725;-1,9910;1,3950;2,1980;2;1.470,7040;1.247,9190;0,7205;0
609;08-04-2022 16:09:05 183;-2,0575;1,3691;1,4594;0,0275;0,9885;-0,1484;0,1366;0,0661;0,5340;0,1341;0,6163;-0,7760;-0,1905;0,1375;0,9720;-1,9910;1,3950;2,1980;2;1.475,2140;1.247,8820;0,7195;0
610;08-04-2022 16:09:05 194;-2,0585;1,3691;1,4598;0,0275;0,9886;-0,1480;0,1369;0,0674;0,5348;0,1330;0,6165;-0,7761;-0,2015;0,1339;0,9703;-1,9910;1,3950;2,1980;2;1.479,9220;1.248,1250;0,7185;0
611;08-04-2022 16:09:05 205;-2,0591;1,3691;1,4601;0,0276;0,9886;-0,1482;0,1367;0,0685;0,5346;0,1355;0,6155;-0,7764;-0,2102;0,1386;0,9678;-1,9910;1,3950;2,1980;2;1.483,8610;1.247,9760;0,7177;0
612;08-04-2022 16:09:05 216;-2,0600;1,3691;1,4604;0,0278;0,9886;-0,1478;0,1375;0,0699;0,5346;0,1388;0,6140;-0,7770;-0,2152;0,1375;0,9668;-1,9910;1,3950;2,1980;2;1.487,7340;1.248,3820;0,7169;2
613;08-04-2022 16:09:05 228;-2,0609;1,3690;1,4606;0,0282;0,9886;-0,1476;0,1378;0,0714;0,5334;0,1405;0,6063;-0,7827;-0,2259;0,1366;0,9645;-1,9910;1,3950;2,1980;2;1.491,7140;1.248,6690;0,7162;0
614;08-04-2022 16:09:05 239;-2,0617;1,3689;1,4608;0,0282;0,9888;-0,1468;0,1380;0,0727;0,5333;0,1476;0,6047;-0,7827;-0,2280;0,1354;0,9642;-1,9910;1,3950;2,1980;2;1.494,6160;1.249,8300;0,7158;0
615;08-04-2022 16:09:05 250;-2,0624;1,3686;1,4609;0,0281;0,9889;-0,1457;0,1370;0,0740;0,5327;0,1436;0,6010;-0,7863;-0,2366;0,1382;0,9617;-1,9910;1,3950;2,1980;2;1.497,2150;1.251,3600;0,7155;0
616;08-04-2022 16:09:05 261;-2,0629;1,3685;1,4609;0,0274;0,9892;-0,1442;0,1364;0,0755;0,5325;0,1353;0,5996;-0,7888;-0,2383;0,1384;0,9613;-1,9910;1,3950;2,1980;2;1.498,6550;1.253,2610;0,7154;0
617;08-04-2022 16:09:05 272;-2,0636;1,3683;1,4610;0,0265;0,9894;-0,1431;0,1361;0,0762;0,5324;0,1300;0,5992;-0,7900;-0,2354;0,1341;0,9626;-1,9910;1,3950;2,1980;2;1.499,8080;1.254,7070;0,7153;0
618;08-04-2022 16:09:05 284;-2,0641;1,3680;1,4610;0,0248;0,9895;-0,1421;0,1356;0,0768;0,5326;0,1241;0,6005;-0,7899;-0,2342;0,1383;0,9623;-1,9910;1,3950;2,1980;2;1.500,7970;1.255,9780;0,7153;0
619;08-04-2022 16:09:05 295;-2,0646;1,3679;1,4611;0,0232;0,9897;-0,1411;0,1356;0,0771;0,5329;0,1209;0,6023;-0,7891;-0,2291;0,1400;0,9633;-1,9910;1,3950;2,1980;2;1.501,7650;1.257,1350;0,7152;0
620;08-04-2022 16:09:05 306;-2,0649;1,3677;1,4611;0,0214;0,9899;-0,1401;0,1348;0,0774;0,5329;0,1196;0,6038;-0,7881;-0,2383;0,1389;0,9612;-1,9910;1,3950;2,1980;2;1.501,8520;1.258,4410;0,7153;0
621;08-04-2022 16:09:05 318;-2,0654;1,3675;1,4610;0,0200;0,9901;-0,1389;0,1346;0,0778;0,5331;0,1186;0,6058;-0,7867;-0,2359;0,1423;0,9613;-1,9910;1,3950;2,1980;2;1.501,9650;1.259,8700;0,7155;0
622;08-04-2022 16:09:05 329;-2,0653;1,3672;1,4609;0,0187;0,9903;-0,1373;0,1339;0,0785;0,5335;0,1166;0,6074;-0,7858;-0,2360;0,1428;0,9612;-1,9910;1,3950;2,1980;2;1.501,2800;1.261,8460;0,7158;0
623;08-04-2022 16:09:05 340;-2,0655;1,3670;1,4608;0,0175;0,9907;-0,1352;0,1334;0,0794;0,5336;0,1133;0,6093;-0,7848;-0,2374;0,1422;0,9610;-1,9910;1,3950;2,1980;2;1.500,3400;1.264,4710;0,7163;0
624;08-04-2022 16:09:05 351;-2,0658;1,3668;1,4606;0,0165;0,9909;-0,1334;0,1299;0,0807;0,5335;0,1098;0,6103;-0,7845;-0,2418;0,1424;0,9598;-1,9910;1,3950;2,1980;2;1.499,4270;1.266,7380;0,7167;0
625;08-04-2022 16:09:05 363;-2,0660;1,3666;1,4605;0,0153;0,9913;-0,1308;0,1294;0,0819;0,5332;0,1074;0,6110;-0,7843;-0,2444;0,1431;0,9590;-1,9910;1,3950;2,1980;2;1.497,8680;1.269,8680;0,7174;0
626;08-04-2022 16:09:05 374;-2,0663;1,3662;1,4603;0,0141;0,9917;-0,1280;0,1284;0,0834;0,5326;0,1079;0,6110;-0,7843;-0,2491;0,1436;0,9578;-1,9910;1,3950;2,1980;2;1.496,0250;1.273,3590;0,7181;0
627;08-04-2022 16:09:05 390;-2,0661;1,3658;1,4600;0,0127;0,9921;-0,1248;0,1264;0,0851;0,5317;0,1083;0,6112;-0,7840;-0,2403;0,1445;0,9599;-1,9910;1,3950;2,1980;2;1.493,4940;1.277,4040;0,7189;0
628;08-04-2022 16:09:05 398;-2,0663;1,3654;1,4598;0,0113;0,9926;-0,1211;0,1261;0,0872;0,5307;0,1097;0,6107;-0,7842;-0,2333;0,1313;0,9635;-1,9910;1,3950;2,1980;2;1.491,4110;1.282,0340;0,7197;0
629;08-04-2022 16:09:05 407;-2,0665;1,3650;1,4596;0,0097;0,9931;-0,1168;0,1263;0,0893;0,5300;0,1103;0,6106;-0,7842;-0,2205;0,0870;0,9715;-1,9910;1,3950;2,1980;2;1.489,5250;1.287,2380;0,7205;0
630;08-04-2022 16:09:05 417;-2,0666;1,3645;1,4594;0,0080;0,9937;-0,1121;0,1260;0,0919;0,5286;0,1119;0,6097;-0,7847;-0,1870;-0,0661;0,9801;-2,5000;0,0000;2,5000;0;883,2656;-331,5789;0,9282;0
631;08-04-2022 16:09:05 428;-2,0670;1,3640;1,4592;0,0060;0,9943;-0,1064;0,1256;0,0948;0,5267;0,1128;0,6091;-0,7851;-0,1686;-0,1346;0,9764;-2,5000;0,0000;2,5000;0;882,9154;-309,2641;0,9365;0
632;08-04-2022 16:09:05 439;-2,0673;1,3634;1,4590;0,0043;0,9950;-0,0998;0,1254;0,0983;0,5247;0,1140;0,6087;-0,7852;-0,1654;-0,2025;0,9652;-1,9760;1,0710;2,2380;5;1.506,7740;828,8612;0,7284;0
633;08-04-2022 16:09:05 451;-2,0673;1,3627;1,4589;0,0024;0,9956;-0,0935;0,1262;0,1014;0,5224;0,1131;0,6083;-0,7856;-0,1667;-0,2803;0,9453;-1,9760;1,0710;2,2380;5;1.503,4270;838,7119;0,7313;0
634;08-04-2022 16:09:05 461;-2,0675;1,3621;1,4587;0,0006;0,9963;-0,0859;0,1263;0,1052;0,5195;0,1101;0,6066;-0,7873;-0,1669;-0,2716;0,9478;-1,9760;1,0710;2,2380;5;1.500,3180;850,0550;0,7346;0
635;08-04-2022 16:09:05 473;-2,0675;1,3614;1,4586;-0,0008;0,9970;-0,0776;0,1260;0,1093;0,5160;0,1007;0,6035;-0,7910;-0,1500;-0,2598;0,9539;-1,9760;1,0710;2,2380;5;1.496,8390;862,4597;0,7381;0
636;08-04-2022 16:09:05 484;-2,0674;1,3606;1,4587;-0,0023;0,9977;-0,0682;0,1249;0,1140;0,5116;0,0919;0,5991;-0,7954;-0,1461;-0,2671;0,9525;-1,9760;1,0710;2,2380;5;1.492,5310;876,1732;0,7418;0
637;08-04-2022 16:09:05 495;-2,0673;1,3598;1,4586;-0,0032;0,9983;-0,0586;0,1233;0,1188;0,5073;0,0819;0,5948;-0,7997;-0,1452;-0,2677;0,9525;-1,9760;1,0710;2,2380;5;1.488,1510;890,3187;0,7457;0
638;08-04-2022 16:09:05 506;-2,0670;1,3587;1,4586;-0,0039;0,9988;-0,0485;0,1214;0,1233;0,5020;0,0725;0,5889;-0,8049;-0,1350;-0,2564;0,9571;-1,9760;1,0710;2,2380;5;1.483,0240;905,4311;0,7497;0
639;08-04-2022 16:09:05 517;-2,0667;1,3577;1,4587;-0,0046;0,9993;-0,0384;0,1189;0,1279;0,4963;0,0673;0,5827;-0,8099;-0,0947;-0,2316;0,9682;-1,9760;1,0710;2,2380;5;1.477,9970;920,1178;0,7536;0
640;08-04-2022 16:09:05 528;-2,0667;1,3567;1,4588;-0,0051;0,9996;-0,0277;0,1178;0,1319;0,4902;0,0694;0,5777;-0,8133;-0,1017;-0,2323;0,9673;-1,9760;1,0710;2,2380;5;1.472,9320;935,3180;0,7574;0
