frame;time;player_pos_x;player_pos_y;player_pos_z;player_up_x;player_up_y;player_up_z;rel_r_hand_x;rel_r_hand_y;rel_r_hand_z;r_hand_up_x;r_hand_up_y;r_hand_up_z;gaze_vec_x;gaze_vec_y;gaze_vec_z;gaze_p_x;gaze_p_y;gaze_p_z;obj_tag;gaze_to_screen_x;gaze_to_screen_y;gaze_to_screen_z;obj_interacted_with
271;08-04-2022 16:09:01 421;-2,0913;1,3857;1,3496;0,2789;0,9224;-0,2673;0,5721;-0,4378;0,0202;0,1845;0,9458;-0,2673;0,1461;0,2086;0,9670;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
272;08-04-2022 16:09:01 432;-2,0912;1,3858;1,3492;0,2814;0,9216;-0,2675;0,5721;-0,4369;0,0190;0,1860;0,9450;-0,2692;0,1669;0,2076;0,9639;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
273;08-04-2022 16:09:01 443;-2,0914;1,3860;1,3489;0,2838;0,9208;-0,2677;0,5720;-0,4360;0,0173;0,1882;0,9442;-0,2703;0,1615;0,2078;0,9648;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
274;08-04-2022 16:09:01 454;-2,0915;1,3862;1,3486;0,2867;0,9198;-0,2679;0,5720;-0,4349;0,0153;0,1904;0,9433;-0,2717;0,1593;0,2168;0,9631;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
275;08-04-2022 16:09:01 465;-2,0917;1,3864;1,3482;0,2898;0,9189;-0,2676;0,5730;-0,4339;0,0116;0,1929;0,9423;-0,2736;0,1535;0,2228;0,9627;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
276;08-04-2022 16:09:01 477;-2,0917;1,3866;1,3479;0,2930;0,9179;-0,2677;0,5730;-0,4327;0,0094;0,1944;0,9412;-0,2762;0,1558;0,2110;0,9650;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
277;08-04-2022 16:09:01 488;-2,0919;1,3869;1,3476;0,2966;0,9167;-0,2676;0,5729;-0,4312;0,0076;0,1955;0,9402;-0,2787;0,1522;0,2101;0,9657;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
278;08-04-2022 16:09:01 499;-2,0919;1,3873;1,3474;0,3003;0,9155;-0,2678;0,5727;-0,4300;0,0055;0,1965;0,9392;-0,2815;0,1502;0,2017;0,9678;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
279;08-04-2022 16:09:01 510;-2,0919;1,3875;1,3470;0,3040;0,9141;-0,2685;0,5723;-0,4290;0,0038;0,1978;0,9382;-0,2841;0,1483;0,2033;0,9678;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
280;08-04-2022 16:09:01 521;-2,0920;1,3879;1,3467;0,3081;0,9124;-0,2694;0,5714;-0,4276;0,0024;0,1997;0,9370;-0,2868;0,1450;0,1986;0,9693;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
281;08-04-2022 16:09:01 532;-2,0919;1,3882;1,3464;0,3120;0,9107;-0,2707;0,5706;-0,4269;0,0001;0,2012;0,9357;-0,2897;0,1397;0,1899;0,9718;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
282;08-04-2022 16:09:01 544;-2,0919;1,3886;1,3460;0,3158;0,9090;-0,2720;0,5700;-0,4262;-0,0022;0,2033;0,9344;-0,2925;0,1387;0,1853;0,9728;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
283;08-04-2022 16:09:01 554;-2,0919;1,3891;1,3455;0,3199;0,9070;-0,2738;0,5690;-0,4258;-0,0049;0,2058;0,9330;-0,2953;0,1383;0,1834;0,9733;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
284;08-04-2022 16:09:01 565;-2,0918;1,3895;1,3451;0,3250;0,9044;-0,2764;0,5675;-0,4258;-0,0075;0,2083;0,9316;-0,2978;0,1366;0,1795;0,9742;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
285;08-04-2022 16:09:01 576;-2,0915;1,3902;1,3447;0,3314;0,9009;-0,2802;0,5656;-0,4263;-0,0105;0,2117;0,9299;-0,3006;0,1336;0,1731;0,9758;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
286;08-04-2022 16:09:01 587;-2,0912;1,3910;1,3443;0,3383;0,8967;-0,2855;0,5631;-0,4276;-0,0131;0,2146;0,9283;-0,3037;0,1271;0,1752;0,9763;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
287;08-04-2022 16:09:01 599;-2,0907;1,3917;1,3439;0,3448;0,8923;-0,2915;0,5602;-0,4295;-0,0152;0,2168;0,9265;-0,3074;0,1306;0,1730;0,9762;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
288;08-04-2022 16:09:01 610;-2,0900;1,3925;1,3434;0,3498;0,8879;-0,2987;0,5565;-0,4323;-0,0159;0,2183;0,9250;-0,3109;0,1208;0,1735;0,9774;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
289;08-04-2022 16:09:01 621;-2,0895;1,3931;1,3431;0,3538;0,8835;-0,3071;0,5517;-0,4355;-0,0165;0,2196;0,9232;-0,3154;0,0990;0,2079;0,9731;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
290;08-04-2022 16:09:01 632;-2,0888;1,3937;1,3429;0,3585;0,8785;-0,3157;0,5469;-0,4389;-0,0170;0,2219;0,9211;-0,3198;0,0991;0,2253;0,9692;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
291;08-04-2022 16:09:01 643;-2,0881;1,3944;1,3427;0,3640;0,8723;-0,3265;0,5411;-0,4433;-0,0171;0,2260;0,9189;-0,3232;0,0652;0,2587;0,9638;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
292;08-04-2022 16:09:01 654;-2,0870;1,3951;1,3425;0,3696;0,8654;-0,3384;0,5348;-0,4485;-0,0163;0,2305;0,9168;-0,3261;0,0402;0,2787;0,9595;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
293;08-04-2022 16:09:01 665;-2,0862;1,3958;1,3424;0,3738;0,8587;-0,3506;0,5282;-0,4539;-0,0148;0,2343;0,9149;-0,3288;0,0095;0,2997;0,9540;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
294;08-04-2022 16:09:01 676;-2,0853;1,3965;1,3425;0,3761;0,8520;-0,3642;0,5205;-0,4606;-0,0121;0,2378;0,9131;-0,3311;-0,0397;0,3390;0,9399;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
295;08-04-2022 16:09:01 687;-2,0842;1,3972;1,3426;0,3766;0,8454;-0,3787;0,5119;-0,4679;-0,0078;0,2400;0,9116;-0,3336;-0,0669;0,3656;0,9283;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
296;08-04-2022 16:09:01 698;-2,0832;1,3979;1,3427;0,3776;0,8383;-0,3934;0,5033;-0,4752;-0,0040;0,2425;0,9101;-0,3360;-0,0835;0,3656;0,9270;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
297;08-04-2022 16:09:01 710;-2,0818;1,3982;1,3427;0,3782;0,8307;-0,4085;0,4940;-0,4829;0,0015;0,2440;0,9091;-0,3375;-0,1336;0,3887;0,9116;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
298;08-04-2022 16:09:01 721;-2,0805;1,3984;1,3428;0,3759;0,8249;-0,4222;0,4854;-0,4899;0,0068;0,2464;0,9078;-0,3393;-0,1429;0,4004;0,9051;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
299;08-04-2022 16:09:01 732;-2,0788;1,3988;1,3430;0,3711;0,8199;-0,4359;0,4756;-0,4976;0,0147;0,2480;0,9066;-0,3415;-0,1494;0,4027;0,9031;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
300;08-04-2022 16:09:01 751;-2,0774;1,3992;1,3430;0,3676;0,8151;-0,4479;0,4666;-0,5042;0,0219;0,2498;0,9050;-0,3444;-0,2038;0,4104;0,8888;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
301;08-04-2022 16:09:01 762;-2,0757;1,3998;1,3429;0,3655;0,8097;-0,4592;0,4578;-0,5103;0,0291;0,2528;0,9039;-0,3451;-0,1751;0,4044;0,8976;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
302;08-04-2022 16:09:01 772;-2,0728;1,4006;1,3427;0,3620;0,7987;-0,4807;0,4433;-0,5222;0,0392;0,2553;0,9035;-0,3442;-0,1776;0,3895;0,9037;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
303;08-04-2022 16:09:01 783;-2,0715;1,4010;1,3425;0,3605;0,7939;-0,4896;0,4367;-0,5273;0,0436;0,2572;0,9033;-0,3435;-0,1904;0,3936;0,8993;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
304;08-04-2022 16:09:01 794;-2,0698;1,4014;1,3423;0,3594;0,7891;-0,4981;0,4303;-0,5321;0,0477;0,2586;0,9029;-0,3432;-0,1804;0,3765;0,9087;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
305;08-04-2022 16:09:01 804;-2,0687;1,4018;1,3419;0,3593;0,7847;-0,5052;0,4249;-0,5358;0,0511;0,2583;0,9027;-0,3440;-0,1577;0,3721;0,9147;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
306;08-04-2022 16:09:01 816;-2,0675;1,4022;1,3417;0,3585;0,7803;-0,5125;0,4194;-0,5397;0,0534;0,2569;0,9026;-0,3454;-0,1469;0,3605;0,9211;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
307;08-04-2022 16:09:01 827;-2,0666;1,4024;1,3414;0,3575;0,7761;-0,5194;0,4150;-0,5433;0,0541;0,2556;0,9025;-0,3466;-0,1318;0,3551;0,9255;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
308;08-04-2022 16:09:01 838;-2,0655;1,4025;1,3411;0,3559;0,7725;-0,5259;0,4099;-0,5467;0,0560;0,2551;0,9024;-0,3472;-0,1174;0,3482;0,9300;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
309;08-04-2022 16:09:01 849;-2,0648;1,4025;1,3409;0,3542;0,7698;-0,5309;0,4058;-0,5492;0,0575;0,2554;0,9026;-0,3464;-0,1160;0,3428;0,9322;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
310;08-04-2022 16:09:01 860;-2,0643;1,4023;1,3406;0,3521;0,7686;-0,5342;0,4029;-0,5511;0,0586;0,2567;0,9026;-0,3456;-0,1057;0,3377;0,9353;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
311;08-04-2022 16:09:01 871;-2,0637;1,4020;1,3404;0,3495;0,7682;-0,5364;0,4000;-0,5524;0,0603;0,2578;0,9027;-0,3444;-0,1100;0,3331;0,9365;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
312;08-04-2022 16:09:01 883;-2,0636;1,4016;1,3403;0,3463;0,7690;-0,5373;0,3979;-0,5530;0,0622;0,2586;0,9030;-0,3432;-0,1028;0,3286;0,9388;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
313;08-04-2022 16:09:01 894;-2,0631;1,4014;1,3401;0,3439;0,7697;-0,5379;0,3962;-0,5535;0,0633;0,2597;0,9028;-0,3428;-0,0961;0,3157;0,9440;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
314;08-04-2022 16:09:01 906;-2,0633;1,4011;1,3401;0,3416;0,7711;-0,5373;0,3953;-0,5532;0,0639;0,2606;0,9027;-0,3424;-0,1044;0,3123;0,9442;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
315;08-04-2022 16:09:01 917;-2,0634;1,4009;1,3400;0,3398;0,7723;-0,5367;0,3947;-0,5529;0,0641;0,2611;0,9027;-0,3420;-0,1030;0,3142;0,9437;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
316;08-04-2022 16:09:01 927;-2,0637;1,4006;1,3401;0,3382;0,7737;-0,5358;0,3945;-0,5523;0,0642;0,2614;0,9026;-0,3421;-0,0977;0,3099;0,9457;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
317;08-04-2022 16:09:01 938;-2,0642;1,4004;1,3401;0,3370;0,7751;-0,5345;0,3948;-0,5515;0,0633;0,2617;0,9027;-0,3416;-0,0959;0,3102;0,9458;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
318;08-04-2022 16:09:01 949;-2,0647;1,4000;1,3402;0,3356;0,7763;-0,5335;0,3950;-0,5507;0,0624;0,2623;0,9027;-0,3411;-0,0938;0,3143;0,9447;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
319;08-04-2022 16:09:01 961;-2,0652;1,3996;1,3403;0,3337;0,7786;-0,5315;0,3955;-0,5496;0,0616;0,2625;0,9030;-0,3400;-0,0943;0,3138;0,9448;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
320;08-04-2022 16:09:01 971;-2,0660;1,3990;1,3406;0,3305;0,7816;-0,5290;0,3960;-0,5484;0,0616;0,2618;0,9036;-0,3391;-0,0997;0,3142;0,9441;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
321;08-04-2022 16:09:01 983;-2,0668;1,3984;1,3408;0,3269;0,7852;-0,5259;0,3972;-0,5467;0,0609;0,2610;0,9040;-0,3387;-0,1018;0,3101;0,9452;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
322;08-04-2022 16:09:01 993;-2,0676;1,3978;1,3411;0,3227;0,7896;-0,5219;0,3983;-0,5449;0,0612;0,2603;0,9044;-0,3380;-0,0750;0,2680;0,9605;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
323;08-04-2022 16:09:02 5;-2,0688;1,3971;1,3414;0,3186;0,7947;-0,5167;0,4003;-0,5423;0,0615;0,2605;0,9046;-0,3373;-0,0450;0,2218;0,9740;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
324;08-04-2022 16:09:02 15;-2,0701;1,3964;1,3417;0,3139;0,8006;-0,5105;0,4028;-0,5393;0,0621;0,2614;0,9049;-0,3359;-0,0164;0,2020;0,9792;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
325;08-04-2022 16:09:02 26;-2,0715;1,3954;1,3421;0,3073;0,8080;-0,5027;0,4062;-0,5357;0,0631;0,2623;0,9052;-0,3344;0,0365;0,1726;0,9843;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
326;08-04-2022 16:09:02 38;-2,0730;1,3946;1,3425;0,3004;0,8156;-0,4945;0,4091;-0,5320;0,0647;0,2630;0,9055;-0,3329;0,0663;0,1301;0,9893;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
327;08-04-2022 16:09:02 48;-2,0749;1,3934;1,3429;0,2911;0,8248;-0,4848;0,4128;-0,5277;0,0669;0,2628;0,9061;-0,3316;0,0944;0,1046;0,9900;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
328;08-04-2022 16:09:02 60;-2,0767;1,3921;1,3435;0,2807;0,8342;-0,4746;0,4162;-0,5231;0,0699;0,2621;0,9067;-0,3305;0,1458;0,0380;0,9886;Infinity;Infinity;Infinity;0;0,0000;0,0000;0,0000;0
329;08-04-2022 16:09:02 71;-2,0790;1,3904;1,3441;0,2674;0,8451;-0,4629;0,4199;-0,5178;0,0736;0,2610;0,9077;-0,3287;0,1733;0,0291;0,9844;-5,1500;0,0000;0,0000;0;-1.592,1970;133,6702;1,1894;0
330;08-04-2022 16:09:02 82;-2,0815;1,3886;1,3447;0,2519;0,8567;-0,4501;0,4238;-0,5118;0,0781;0,2604;0,9086;-0,3266;0,2045;0,0020;0,9789;-5,1500;0,0000;0,0000;0;-1.407,7920;219,5990;1,2626;0
331;08-04-2022 16:09:02 93;-2,0844;1,3868;1,3455;0,2341;0,8689;-0,4361;0,4282;-0,5055;0,0820;0,2608;0,9091;-0,3249;0,2206;-0,0633;0,9733;-5,1500;0,0000;0,0000;0;-1.226,9660;305,6065;1,3433;0
332;08-04-2022 16:09:02 105;-2,0872;1,3847;1,3463;0,2152;0,8814;-0,4205;0,4336;-0,4982;0,0856;0,2616;0,9093;-0,3236;0,2183;-0,0597;0,9740;-5,1500;0,0000;0,0000;0;-1.050,7990;388,0567;1,4312;0
333;08-04-2022 16:09:02 115;-2,0902;1,3825;1,3471;0,1957;0,8939;-0,4034;0,4398;-0,4900;0,0887;0,2625;0,9094;-0,3225;0,2250;-0,0802;0,9711;-5,1500;0,0000;0,0000;0;-884,9318;463,1355;1,5235;0
334;08-04-2022 16:09:02 127;-2,0933;1,3802;1,3479;0,1765;0,9060;-0,3847;0,4470;-0,4809;0,0906;0,2624;0,9096;-0,3222;0,2317;-0,1121;0,9663;-5,1500;0,0000;0,0000;0;-731,6488;529,0281;1,6179;0
335;08-04-2022 16:09:02 138;-2,0961;1,3777;1,3486;0,1578;0,9177;-0,3646;0,4552;-0,4708;0,0916;0,2609;0,9103;-0,3215;0,2459;-0,1421;0,9588;-5,1500;0,0000;0,0000;0;-587,4369;587,5696;1,7155;0
336;08-04-2022 16:09:02 149;-2,0989;1,3751;1,3492;0,1393;0,9285;-0,3443;0,4635;-0,4603;0,0918;0,2584;0,9113;-0,3205;0,2310;-0,1617;0,9594;-5,1500;0,0000;0,0000;0;-459,4199;638,8621;1,8108;0
337;08-04-2022 16:09:02 161;-2,1017;1,3724;1,3496;0,1212;0,9385;-0,3233;0,4723;-0,4493;0,0909;0,2560;0,9124;-0,3194;0,2216;-0,2158;0,9510;-5,1500;0,0000;0,0000;0;-342,0305;684,0594;1,9054;0
338;08-04-2022 16:09:02 171;-2,1046;1,3699;1,3499;0,1035;0,9477;-0,3021;0,4811;-0,4381;0,0891;0,2529;0,9136;-0,3183;0,2389;-0,2358;0,9420;-5,1500;0,0000;0,0000;0;-236,6519;723,9924;1,9970;0
339;08-04-2022 16:09:02 183;-2,1071;1,3672;1,3501;0,0861;0,9558;-0,2812;0,4896;-0,4265;0,0869;0,2510;0,9145;-0,3175;0,2369;-0,2376;0,9420;-5,1500;0,0000;0,0000;0;-140,5327;760,2086;2,0866;0
340;08-04-2022 16:09:02 194;-2,1098;1,3648;1,3504;0,0687;0,9628;-0,2612;0,4973;-0,4155;0,0839;0,2499;0,9148;-0,3173;0,2179;-0,2863;0,9330;-5,1500;0,0000;0,0000;0;-56,1734;793,0049;2,1706;0
341;08-04-2022 16:09:02 206;-2,1119;1,3625;1,3505;0,0535;0,9686;-0,2429;0,5043;-0,4051;0,0805;0,2494;0,9149;-0,3175;0,2077;-0,3209;0,9241;-5,1500;0,0000;0,0000;0;17,3059;820,3229;2,2472;0
342;08-04-2022 16:09:02 217;-2,1142;1,3604;1,3509;0,0395;0,9734;-0,2259;0,5104;-0,3953;0,0765;0,2492;0,9149;-0,3176;0,1773;-0,3396;0,9237;-5,1500;0,0000;0,0000;0;80,0029;843,5947;2,3153;0
343;08-04-2022 16:09:02 229;-2,1160;1,3584;1,3510;0,0273;0,9771;-0,2111;0,5153;-0,3866;0,0733;0,2510;0,9144;-0,3177;0,1607;-0,3511;0,9224;-5,1500;0,0000;0,0000;0;129,9867;862,3920;2,3715;0
344;08-04-2022 16:09:02 240;-2,1178;1,3564;1,3512;0,0158;0,9802;-0,1975;0,5198;-0,3785;0,0699;0,2519;0,9143;-0,3171;0,1405;-0,3683;0,9190;-5,1500;0,0000;0,0000;0;174,4820;879,5205;2,4230;0
345;08-04-2022 16:09:02 251;-2,1195;1,3545;1,3512;0,0042;0,9827;-0,1853;0,5236;-0,3715;0,0665;0,2539;0,9144;-0,3152;0,1134;-0,3680;0,9229;-5,1500;0,0000;0,0000;0;215,5779;896,7497;2,4724;0
346;08-04-2022 16:09:02 263;-2,1212;1,3528;1,3514;-0,0075;0,9849;-0,1732;0,5274;-0,3645;0,0628;0,2547;0,9147;-0,3137;0,1011;-0,3489;0,9317;-5,1500;0,0000;0,0000;0;254,2329;913,2399;2,5199;0
347;08-04-2022 16:09:02 274;-2,1236;1,3513;1,3518;-0,0171;0,9866;-0,1625;0,5305;-0,3586;0,0585;0,2551;0,9152;-0,3119;0,0862;-0,3411;0,9360;-5,1500;0,0000;0,0000;0;286,9932;926,1448;2,5599;0
348;08-04-2022 16:09:02 286;-2,1252;1,3499;1,3521;-0,0257;0,9881;-0,1517;0,5334;-0,3525;0,0548;0,2552;0,9157;-0,3105;0,0413;-0,3301;0,9430;-5,1500;0,0000;0,0000;0;317,5237;936,9247;2,5974;0
349;08-04-2022 16:09:02 297;-2,1270;1,3485;1,3525;-0,0345;0,9893;-0,1416;0,5359;-0,3471;0,0514;0,2551;0,9163;-0,3087;0,0275;-0,3273;0,9445;-5,1500;0,0000;0,0000;0;345,0547;947,9192;2,6321;0
350;08-04-2022 16:09:02 308;-2,1285;1,3472;1,3530;-0,0426;0,9903;-0,1323;0,5378;-0,3421;0,0490;0,2557;0,9170;-0,3063;0,0182;-0,3134;0,9494;-5,1500;0,0000;0,0000;0;367,7477;957,1808;2,6610;0
351;08-04-2022 16:09:02 319;-2,1299;1,3458;1,3536;-0,0511;0,9911;-0,1227;0,5396;-0,3370;0,0479;0,2564;0,9177;-0,3034;-0,0007;-0,2976;0,9547;-5,1500;0,0000;0,0000;0;386,7247;966,2061;2,6860;0
352;08-04-2022 16:09:02 331;-2,1314;1,3445;1,3543;-0,0603;0,9918;-0,1130;0,5412;-0,3321;0,0474;0,2566;0,9187;-0,3003;-0,0164;-0,2807;0,9596;-5,1500;0,0000;0,0000;0;403,7435;975,7028;2,7091;0
353;08-04-2022 16:09:02 342;-2,1327;1,3430;1,3550;-0,0702;0,9922;-0,1034;0,5431;-0,3274;0,0461;0,2564;0,9195;-0,2979;-0,0267;-0,2690;0,9628;-5,1500;0,0000;0,0000;0;419,6702;985,8203;2,7316;0
354;08-04-2022 16:09:02 354;-2,1341;1,3416;1,3559;-0,0806;0,9922;-0,0946;0,5440;-0,3230;0,0475;0,2555;0,9204;-0,2958;-0,0357;-0,2509;0,9673;-5,1500;0,0000;0,0000;0;431,0274;996,3773;2,7491;0
355;08-04-2022 16:09:02 364;-2,1353;1,3402;1,3569;-0,0901;0,9922;-0,0858;0,5448;-0,3189;0,0490;0,2540;0,9214;-0,2942;-0,0518;-0,2413;0,9691;-5,1500;0,0000;0,0000;0;439,6777;1.005,1990;2,7628;0
356;08-04-2022 16:09:02 376;-2,1369;1,3390;1,3579;-0,0996;0,9920;-0,0771;0,5454;-0,3146;0,0510;0,2539;0,9221;-0,2921;-0,0537;-0,2226;0,9734;-5,1500;0,0000;0,0000;0;446,6166;1.013,7400;2,7742;0
357;08-04-2022 16:09:02 387;-2,1384;1,3377;1,3590;-0,1089;0,9917;-0,0681;0,5463;-0,3106;0,0520;0,2551;0,9226;-0,2894;-0,0535;-0,2167;0,9748;-5,1500;0,0000;0,0000;0;452,9573;1.021,7340;2,7846;0
358;08-04-2022 16:09:02 398;-2,1393;1,3363;1,3601;-0,1186;0,9912;-0,0582;0,5469;-0,3054;0,0555;0,2566;0,9233;-0,2859;-0,0515;-0,2151;0,9752;-5,1500;0,0000;0,0000;0;458,1306;1.029,7560;2,7940;0
359;08-04-2022 16:09:02 410;-2,1402;1,3347;1,3612;-0,1285;0,9905;-0,0483;0,5474;-0,3001;0,0592;0,2582;0,9239;-0,2823;-0,0581;-0,1923;0,9796;-5,1500;0,0000;0,0000;0;462,4322;1.037,9710;2,8025;0
360;08-04-2022 16:09:02 420;-2,1411;1,3333;1,3623;-0,1384;0,9896;-0,0386;0,5479;-0,2955;0,0630;0,2599;0,9247;-0,2782;-0,0638;-0,1853;0,9806;-5,1500;0,0000;0,0000;0;465,2299;1.045,9810;2,8091;0
361;08-04-2022 16:09:02 431;-2,1420;1,3319;1,3633;-0,1478;0,9886;-0,0294;0,5482;-0,2909;0,0672;0,2611;0,9256;-0,2740;-0,0720;-0,1595;0,9846;-5,1500;0,0000;0,0000;0;466,6171;1.053,5610;2,8137;0
362;08-04-2022 16:09:02 442;-2,1428;1,3306;1,3644;-0,1569;0,9874;-0,0201;0,5486;-0,2864;0,0711;0,2621;0,9264;-0,2704;-0,0662;-0,1538;0,9859;-5,1500;0,0000;0,0000;0;468,4822;1.060,7590;2,8188;0
363;08-04-2022 16:09:02 454;-2,1441;1,3293;1,3658;-0,1658;0,9861;-0,0112;0,5488;-0,2821;0,0744;0,2635;0,9271;-0,2665;-0,0695;-0,1842;0,9804;-5,1500;0,0000;0,0000;0;469,5945;1.067,7310;2,8226;0
364;08-04-2022 16:09:02 465;-2,1449;1,3278;1,3670;-0,1749;0,9846;-0,0017;0,5494;-0,2774;0,0776;0,2653;0,9278;-0,2624;-0,0677;-0,2316;0,9704;-5,1500;0,0000;0,0000;0;471,2169;1.075,0170;2,8273;0
365;08-04-2022 16:09:02 476;-2,1457;1,3261;1,3682;-0,1849;0,9827;0,0083;0,5498;-0,2722;0,0814;0,2664;0,9286;-0,2584;-0,0487;-0,3164;0,9474;0,0000;0,0000;0,0000;0;1.702,7270;2.238,0150;-2,1099;0
366;08-04-2022 16:09:02 487;-2,1464;1,3243;1,3693;-0,1958;0,9805;0,0182;0,5501;-0,2665;0,0862;0,2668;0,9295;-0,2546;-0,0568;-0,3161;0,9470;0,0000;0,0000;0,0000;0;1.699,1090;2.262,5080;-2,0905;0
367;08-04-2022 16:09:02 498;-2,1471;1,3225;1,3703;-0,2072;0,9779;0,0279;0,5505;-0,2612;0,0901;0,2661;0,9305;-0,2517;-0,0640;-0,3053;0,9501;0,0000;0,0000;0,0000;0;1.697,0470;2.288,8210;-2,0688;0
368;08-04-2022 16:09:02 509;-2,1477;1,3206;1,3712;-0,2195;0,9749;0,0375;0,5507;-0,2555;0,0942;0,2648;0,9316;-0,2492;-0,0591;-0,3074;0,9497;0,0000;0,0000;0,0000;0;1.696,1420;2.317,4780;-2,0446;0
369;08-04-2022 16:09:02 520;-2,1484;1,3188;1,3721;-0,2316;0,9717;0,0472;0,5511;-0,2504;0,0965;0,2628;0,9325;-0,2478;-0,0566;-0,2940;0,9541;0,0000;0,0000;0,0000;0;1.696,7360;2.347,2970;-2,0189;0
370;08-04-2022 16:09:02 531;-2,1491;1,3169;1,3730;-0,2433;0,9683;0,0570;0,5516;-0,2447;0,0988;0,2610;0,9332;-0,2470;-0,0497;-0,2617;0,9639;0,0000;0,0000;0,0000;0;1.696,9190;2.377,2270;-1,9935;0
371;08-04-2022 16:09:02 542;-2,1497;1,3149;1,3739;-0,2549;0,9646;0,0682;0,5524;-0,2384;0,1007;0,2609;0,9335;-0,2460;-0,0597;-0,2473;0,9671;0,0000;0,0000;0,0000;0;1.695,9890;2.409,1740;-1,9669;0
372;08-04-2022 16:09:02 553;-2,1503;1,3128;1,3747;-0,2668;0,9605;0,0797;0,5532;-0,2314;0,1031;0,2621;0,9337;-0,2441;-0,0686;-0,2366;0,9692;0,0000;0,0000;0,0000;0;1.694,2090;2.442,5600;-1,9396;0
373;08-04-2022 16:09:02 565;-2,1506;1,3106;1,3755;-0,2789;0,9560;0,0906;0,5538;-0,2245;0,1054;0,2657;0,9334;-0,2412;-0,0588;-0,2373;0,9697;0,0000;0,0000;0,0000;0;1.693,0090;2.477,2210;-1,9111;0
374;08-04-2022 16:09:02 576;-2,1510;1,3085;1,3761;-0,2917;0,9512;0,1010;0,5544;-0,2182;0,1078;0,2681;0,9334;-0,2384;-0,0598;-0,2069;0,9765;0,0000;0,0000;0,0000;0;1.692,4700;2.513,9830;-1,8812;0
